,tsne1,tsne2
DRS168905,1.5907597163845062,-73.93602405074593
DRS168906,-1.701132324609159,-73.03779493699858
DRS168907,2.275263864493644,-75.40551367551002
DRS168908,-3.375297725167153,-76.09865369636292
DRS168909,-0.0735960147481174,-72.06471575848288
DRS168910,-2.298534946625681,-69.88268321724844
DRS168911,-2.3077007432657,-70.57398537726618
DRS168912,1.4424641920699532,-72.52635107874724
DRS168913,11.742614492139658,-44.82417304291681
DRS168914,0.5599686557229875,-74.47687860182357
DRS168915,1.6731865376324202,-69.14750700203618
DRS168916,-4.9209053636290365,-74.0964078900316
DRS168917,-39.16546627392625,-71.91534339560327
DRS168918,-5.910997535248166,-73.10345453496475
DRS168919,-3.4208714251640515,-72.77606087889644
DRS168920,-1.4963898787157282,-75.1488777829566
DRS168921,-39.067146083902685,-72.4392466109534
DRS168922,-4.084126402570727,-72.0577737473919
DRS168923,1.4352247978184534,-72.86084603525717
DRS168924,-1.3085369706268029,-75.36151883553286
DRS168925,0.4438504887883121,-71.22454000858286
DRS168926,-1.2527707611162706,-77.50264638587173
DRS168927,1.622749992184323,-73.70730971101365
DRS168928,-1.3144279406626116,-77.83704500825849
DRS168929,-39.02067972348016,-72.36967306506197
DRS168930,36.62775044871802,74.37020790066792
DRS168931,1.3283433787631254,-74.4578373787846
DRS168932,2.2128810719718364,-73.03257879542184
DRS168933,-3.4299513429845274,-72.0789936024038
DRS168934,-4.227949753028677,-72.42430322411543
DRS168935,-1.136246634092339,-73.92721795584225
DRS168936,-0.8836683476748362,-70.51049477344665
DRS168937,-39.04774148659555,-71.78501127765098
DRS168938,0.2148042626247706,-73.8636831973415
DRS168939,-4.288218672614774,-71.56776432856849
DRS168940,-1.121286380130584,-74.68209436760085
DRS168941,1.0860800919303748,-69.17180712452529
DRS168942,-1.1158349804622851,-74.4182246651302
DRS168943,0.7236622826971972,-72.62876114968674
DRS168944,-5.196088224396857,-72.09164241662982
DRS168945,-2.553633629331954,-71.69171682622869
DRS168946,-2.4643835683074085,-72.50041247590141
DRS168947,2.3700776745595125,-73.33518592839428
DRS168948,-6.124019814522549,-72.88175122996479
DRS168949,-2.4693232613138107,-75.44773754090934
DRS168950,-1.0138587792458365,-74.41091793253322
DRS168951,11.413948904638742,31.55001123210416
DRS168952,1.289259225111418,-69.27426517784556
DRS168953,-1.3063824576067613,-72.2843881536957
DRS168954,-12.828641314938512,-74.06815726335275
DRS168955,-0.2910775923897445,-75.00957627132112
DRS168956,-7.91202466770839,-70.60550545329296
DRS168957,-15.199607612954503,-42.80054516980444
DRS168958,-2.8707784088529933,-71.35949187648218
DRS168959,-1.26935164995366,-77.6637071736882
DRS168960,0.4975928861648664,-69.57049776029417
DRS168961,-1.5919997581720058,-73.86137417367257
DRS168962,0.0825506540551569,-73.72260825534974
DRS168963,-0.9054938017511768,-75.4123828280829
DRS168964,0.4867041161159246,-74.01756646845949
DRS168965,10.686278946524707,-45.39369252984085
DRS168966,-7.29684672808833,-70.74744803820165
DRS168967,-1.2940917478904173,-72.87505263507727
DRS168968,-3.485058452775654,-74.94052049697747
DRS168969,-7.957580661660089,-75.01292580904482
DRS168970,-7.272425500234212,60.65957059003807
DRS168971,-17.85919477084726,-33.22837455164827
DRS168972,-40.45495279182175,-69.4455107176918
DRS168973,-2.0991363643042638,-73.77389426465945
DRS168974,-39.07024499472183,-72.54530174754942
DRS168975,-6.506872734030344,-41.22060807503079
DRS168976,-10.430193390202756,56.18585771670417
DRS168977,-4.655957161969162,-72.83675650392304
DRS168978,1.4686309677975395,-69.07534723603808
DRS168979,-38.53860596731271,-71.27082647117274
DRS168980,-27.978322051519072,-78.00307984525965
DRS168981,11.020972381123933,-46.40032448396998
DRS168982,1.331920022960882,-69.01919877940375
DRS168983,-2.399174192704155,-73.37205629184999
DRS168984,-0.7492954821333161,-74.56075113543208
DRS168985,1.039400126482553,-72.53103067158807
DRS168986,-5.659196002692453,-72.89530316009487
DRS168987,-2.813259187515542,-72.50781084822108
DRS168988,-4.281337245622079,10.896581639178567
DRS168989,-39.29923756324751,-72.00689350851272
DRS168990,-0.3231977078503217,-70.94354238041305
DRS168991,2.807155220212272,-75.70779388450228
DRS168992,-0.6278481458116747,-74.59911485214468
DRS168993,-6.152867525310161,-71.26543145938521
DRS168994,1.8595652131661,-75.878402786286
DRS168995,-5.689286319122546,-72.77014670279593
DRS168996,-1.7742018870843017,-74.08065458936971
DRS168997,-2.3519629457899023,-73.21017598047062
DRS168998,-1.4901375152694454,-43.36496055354212
DRS168999,-6.318663227553527,-73.09246485862974
DRS169000,1.5641616851981794,-69.40219306438254
DRS169001,-2.2630005871053074,-72.81907274473268
DRS169002,-1.1996298816488538,-72.18119348079557
DRS169003,-39.13378900612513,-71.87296222359804
DRS169004,2.1237158689136133,-72.21856766263461
DRS169005,-39.06432810116409,-72.06949072825645
DRS169006,-1.636485832260702,-72.05949617740848
DRS169007,-7.165220837568207,-72.83050964848557
DRS169008,-0.8600068589618683,-71.817786967783
DRS169009,-2.569971191797734,-74.58219286947723
DRS169010,-1.5679476683545808,-73.02844965803156
DRS169011,2.2658441819817394,-73.37623588216633
DRS169012,-4.921795380405201,-73.9356526910754
DRS169013,-2.87766374216066,-73.50019083501013
DRS169014,1.4296741317427737,-72.86236039876717
DRS169015,-3.1296986075348645,-73.0351630765577
DRS169016,0.1841522929454994,-72.25774829991326
DRS169017,-4.456139729762967,-73.28230628755412
DRS169018,-5.863069398682905,-72.32672624633318
DRS169019,-2.919807110846637,-72.35889456675446
DRS169020,-38.893193749904775,-70.75088339419001
DRS169021,-2.413631632830731,-71.92346229576171
DRS169022,-0.8343820616538496,-72.28193047298079
DRS169023,0.5689438749083717,-75.51348152988618
DRS169024,-39.101292331952045,-71.79372135028629
DRS169025,-3.0584668792208287,-72.7443222235763
DRS169026,-38.49831482350886,-71.10291659106298
DRS169027,2.4807543650452817,-74.18729668494346
DRS169028,-7.106330385244718,-70.88672372351499
DRS169029,2.505981521545256,-73.96371177830564
DRS169030,-3.761650526438273,-72.59939501413874
DRS169031,-1.2740401841847722,-77.46976534837945
DRS169032,-1.9364111241018107,-71.69677528700184
DRS169033,1.724697131682554,-72.97789835149146
DRS169034,-1.2666003392078018,-77.73166027230602
DRS169035,-4.665664663615813,-70.94539857622641
DRS169036,-18.74302860043044,-33.61873923759018
DRS169037,-28.47427190433207,19.41514212147173
DRS169038,-6.722620083732381,-73.90618572321057
DRS169039,0.6144561434820233,-72.82627771564665
DRS169040,-2.0994705315385587,-68.82344690700795
DRS169041,-3.03230939130846,-71.84695422876656
DRS169042,-0.7746744763808877,-74.41475746489807
DRS169043,-0.2870214597598737,-73.86254889922826
DRS169044,-38.71544360980315,-71.97532933209597
DRS169045,0.266711211346541,-73.66045908941814
DRS169046,-2.438427321308376,-71.02209349668057
DRS169047,-1.949445530798821,-74.90792686503023
DRS169048,-16.429788410458773,-46.17045875173525
DRS169049,-5.828868307404503,-73.97517957974853
DRS169050,2.193060863248649,-75.85791021904363
DRS169051,-3.2803570428640287,-76.11925697985507
DRS169052,-39.25278446276107,-72.0778178904218
DRS169053,-2.82357178652424,-71.69985514739456
DRS169054,-2.358704254996158,-69.9065951598195
DRS169055,-2.2643105237546552,-74.21638756084164
DRS169056,-4.461693821623964,-71.78783736523869
DRS169057,-39.240968854200496,-72.1056597349726
DRS169058,-1.1487421680649177,-73.72885576635407
DRS169059,-1.6084409988552175,-70.81167618777442
DRS169060,-6.226614494106685,-71.1451731807255
DRS169061,-9.459553257942634,-73.81584142157193
DRS169062,-0.6763849935907057,-72.56257447332548
DRS169063,-1.0390983712459596,-75.22839877435574
DRS169064,0.6689943778771579,-72.33068092387191
DRS169065,1.1064710215905962,-74.37259850132295
DRS169066,0.8062994757787149,-72.09695347394995
DRS169067,-5.060177737814311,-74.10560642044122
DRS169068,-2.488153245592492,-74.88725770287786
DRS169069,-5.9249590041808045,-71.55701419149038
DRS169070,-38.62515056160308,-72.07032103219261
DRS169071,-3.9435321889912704,-73.86507474046222
DRS169072,-2.0172040480736704,-70.18623309091204
DRS169073,-6.644801011404885,-73.31831193263403
DRS169074,-2.448459659141144,-73.96079231113241
DRS169075,2.079281554334385,-73.48335034675614
DRS169076,0.8690964569514016,-71.24864647156548
DRS169077,-1.4624749215601227,-73.41032444997181
DRS169078,13.957646119298875,-48.97790655815236
DRS169079,-1.2074448787829437,-75.34743204190559
DRS169080,1.5777165316963384,-73.26792474662274
DRS169081,2.876479642472177,-73.31992660272736
DRS169082,-39.11589316986677,-72.47128630771797
DRS169083,-1.2842776951008277,-77.685492422791
DRS169084,-1.1767146411530756,-75.33072086851564
DRS169085,11.894482988710283,-46.44751191699955
DRS169086,-0.7808638667875165,-74.79526329793669
DRS169087,-11.638121883308647,-72.79682044345657
DRS169088,-3.4784811838244587,-72.68802668501824
DRS169089,0.8932533364164356,-72.63114333069582
DRS169090,-4.476569490807348,-70.3412756746275
DRS169091,-2.075584134988955,-72.8109322808845
DRS169092,-0.8111136905343883,-73.17654969357415
DRS169093,-39.109235593825936,-72.26066030805397
DRS169094,-0.696604946858032,-73.99906504365796
DRS169095,-0.8836963355701267,-72.17834681823487
DRS169096,-38.966432346786185,-71.66849645144656
DRS169097,-6.83261255499182,-72.94409155836036
DRS169098,-0.1101796060723943,-70.92459407652943
DRS169099,1.45951558309474,-72.81216663888924
DRS169100,-0.4126514217775713,-73.00329693008835
DRS169101,-3.743890269436433,-71.53746195279132
DRS169102,-4.35370385049632,-73.4466785556449
DRS169103,-2.901066792552299,-72.676717198678
DRS169104,-4.05078534126613,-72.69914718445987
DRS169105,-2.084401752016672,-75.33982779276745
DRS169106,-2.6560182155277903,-72.38812025030491
DRS169107,-4.9206782659747015,-75.24636753013061
DRS169108,2.2591210423457677,-72.02532678977893
DRS169109,-27.823426956043395,-78.0437775254261
DRS169110,-4.016607389926998,-73.07899726478232
DRS169111,-0.8105877077624295,-74.603065915099
DRS169112,-0.3194643195043154,-73.91659364547336
DRS169113,-1.555174103346199,-73.94726763579193
DRS169114,0.9980708968343328,-71.18687813379289
DRS169115,1.9880529692464912,-72.59488389328995
DRS169116,-2.5889210191009697,-71.20278157564861
DRS169117,0.3277669156471327,-71.3554001635498
DRS169118,-3.6383397269373785,-71.52610743540163
DRS169119,-2.481662194639711,-71.0134929101417
DRS169120,-0.0676633405028237,-68.10404338371153
DRS169121,-7.400247459588181,-72.25714478761681
DRS169122,-6.04370979132169,-72.85337227124387
DRS169123,-39.16964893818617,-71.8706963197662
DRS169124,-4.7154478870399865,-73.38287644337628
DRS169125,-38.73164329422762,-70.67902742090462
DRS169126,-2.4296781129582463,-70.9487592673112
DRS169127,-4.728532404741691,-73.53563961536523
DRS169128,-28.315132096052043,19.52963648626137
DRS169129,-0.0499093198342036,-74.09108229144886
DRS169130,-39.11853149070336,-71.89577938751435
DRS169131,-1.5197690857543145,-72.36533999969733
DRS169132,-1.481821514989399,-71.56862542324365
DRS169133,-6.729389746253772,-73.04831542518274
DRS169134,-2.0433541263524724,-75.0341410927402
DRS169135,-9.726819501258788,62.43449952972796
DRS169136,-2.5034515548090868,-71.2921801717602
DRS169137,-39.07433318019451,-72.15022145121848
DRS169138,-2.976867551686812,-74.48451575123228
DRS169139,0.5042838618772029,-75.10865959218363
DRS169140,-3.735760253837997,-70.06965600442804
DRS169141,-0.6053447493286105,-72.74904894589257
DRS169142,-39.444655517517226,-71.8968803683023
DRS169143,-5.649324884291319,-68.51557154660763
DRS169144,0.0433337881089283,-72.14934966481978
DRS169145,-38.80278865028881,-71.5018855750207
DRS169146,1.408884066021883,-74.6445815625865
DRS169147,2.165267101026324,-72.44432523334532
DRS169148,-1.2211320813294355,-73.26944229835503
DRS169149,1.7889666142772476,-73.2404519439875
DRS169150,-39.056685368079485,-72.24400523161778
DRS169151,0.4616837964190918,-69.28082065265339
DRS169152,-2.9763458573748527,-71.26228404755676
DRS169153,-1.615634099187181,-73.12982513547675
DRS169154,-0.0845607427392191,-74.2130571265557
DRS169155,0.8610669323964251,-72.65668919400883
DRS169156,-7.214020572191703,-73.21447566258615
DRS169157,-2.9194596209577304,-71.35253790021844
DRS169158,-1.910448038434816,-71.00110536480362
DRS169159,-4.699929899173631,-72.4957526617907
DRS169741,52.47315501277127,-72.97363186729667
DRS169742,52.591214864751,-73.27823349155067
DRS169743,52.59481274954835,-73.42133786571749
DRS169744,51.90514285814178,-71.41922840852635
DRS169745,52.48791374454407,-73.17340239288129
DRS169746,52.4485635603814,-72.98250489585654
DRS169747,50.778578990253294,-80.5892549903188
DRS169748,50.75180232082801,-80.61792667018199
DRS169749,50.7879672995872,-80.602089001314
DRS169750,50.78987872141487,-80.60850891995005
DRS169751,50.76293268191729,-80.58294547267673
DRS169752,50.7901070594917,-80.56567853741602
DRS169753,58.25558622970077,-72.24373627806189
DRS169754,58.26541538700476,-72.20320399345451
DRS169755,58.26314078999651,-72.25742158822052
DRS169756,58.251569085657714,-72.23705717356872
DRS169757,58.24690759509424,-72.2146693501493
DRS169758,58.24227317780239,-72.21216934313225
DRS169759,53.52919692792907,-81.41903840311254
DRS169760,53.51565080479614,-81.51898101233427
DRS169761,53.5163201079257,-81.4249557832897
DRS169762,53.5091829652765,-81.44265134003454
DRS169763,53.51325031768048,-81.47031715500817
DRS169764,53.52688440106664,-81.50262424752799
DRS169765,50.312171695054445,-74.87014472751702
DRS169766,50.302060429172975,-74.8880565119826
DRS169767,50.33039320009722,-74.89128478745235
DRS169768,50.26372462444249,-74.9169473038813
DRS169769,50.28180583576596,-74.86624042366766
DRS169770,50.26052404228278,-74.8846747989797
DRS169771,48.22444893955226,-81.05836137724324
DRS169772,48.23330632389183,-81.08074746764255
DRS169773,48.23993178736743,-81.08601646736992
DRS169774,48.24421883847964,-81.08229003660583
DRS169775,48.24742950716082,-81.07135189635795
DRS169776,48.25805929342601,-81.09321702774488
DRS169777,52.7214230312816,-78.9808745187025
DRS169778,52.69944848539156,-78.98556840838266
DRS169779,52.7543325996406,-78.92373959206766
DRS169780,52.795418835117815,-78.86416863353527
DRS169781,52.7795092390564,-78.90700427306406
DRS169782,52.79333845787208,-78.87890633959374
DRS169783,50.71073344268082,-74.5067578893537
DRS169784,50.69932803982272,-74.47907827215509
DRS169785,50.64821308107181,-74.47774537747188
DRS169786,50.92344113619767,-74.38445185882452
DRS169787,50.696863300376094,-74.46384993953482
DRS169788,50.6735191567651,-74.48011539823818
DRS169789,53.95728472766116,-72.69273272972084
DRS169790,53.93099374694095,-72.69599797077491
DRS169791,53.999417102248486,-72.70471868600711
DRS169792,53.979756051771496,-72.6861273852436
DRS169793,53.99760519840014,-72.70973380593438
DRS169794,53.83645749805295,-72.67085806904538
DRS169795,51.85488016021405,-79.61378298831792
DRS169796,51.91648446567268,-79.59900120075791
DRS169797,51.865873586624645,-79.6208793758836
DRS169798,51.91279822642817,-79.58450115991022
DRS169799,51.879474164337815,-79.6018981081212
DRS169800,51.87925862384248,-79.67855629560266
DRS169801,46.06475737061485,-76.70474468686776
DRS169802,45.99357487195186,-76.72331529135832
DRS169803,46.02067532560127,-76.70772303700993
DRS169804,46.05271113439704,-76.70251749184631
DRS169805,46.05896422193204,-76.72116306588876
DRS169806,46.08917649607398,-76.73485322255304
DRS169807,51.86752011452855,-80.69195302565467
DRS169808,51.85649378949554,-80.68190397419616
DRS169809,51.88709215270395,-80.68095510900072
DRS169810,51.87074228540364,-80.67489231670208
DRS169811,51.88701639461242,-80.66316560243607
DRS169812,51.88549002898676,-80.68803929380081
DRS169813,53.07652791728934,-73.30128904472893
DRS169814,53.08457173542053,-73.29769063399061
DRS169815,53.06607175525452,-73.26953895282494
DRS169816,53.07918836332798,-73.27276161090862
DRS169817,53.0693945969956,-73.19312381852224
DRS169818,53.01291337125365,-73.2147317930884
DRS169819,55.43045612887784,-71.50219716763793
DRS169820,55.43901428011576,-71.49846049520714
DRS169821,55.4465449417313,-71.51393624959503
DRS169822,55.44630635331912,-71.50191703152348
DRS169823,55.42292583106455,-71.52662330526364
DRS169824,55.46307556034776,-71.49963639664277
DRS169825,54.522278104318346,-71.02219475774103
DRS169826,54.62739197919257,-71.05034661359623
DRS169827,54.562854094557046,-71.05590523513973
DRS169828,54.73907950101537,-71.00209294789884
DRS169829,54.6387256361331,-71.05394037363688
DRS169830,54.52949969846756,-71.02837446667105
DRS169831,48.90878821961808,-75.63602369462122
DRS169832,48.90779332146396,-75.63176128751543
DRS169833,48.87824976764479,-75.65156731411815
DRS169834,48.87486347793841,-75.640419130196
DRS169835,48.88322261132722,-75.62591987688374
DRS169836,48.913980653999744,-75.63055519238493
DRS169837,55.356476610449945,-72.86066759406
DRS169838,55.38466449525633,-72.7605782822362
DRS169839,55.40055521533781,-72.89724798147016
DRS169840,55.40698979264123,-72.74058154991242
DRS169841,55.43242779840756,-72.82290488966007
DRS169842,55.46467146626932,-72.76330188308648
DRS169843,51.14953327474983,-70.84899723140597
DRS169844,51.29755897527495,-70.7314493250183
DRS169845,51.31702238306458,-70.72480131328261
DRS169846,51.31804743947649,-70.64836945064324
DRS169847,51.35596362289831,-70.72463441669197
DRS169848,51.42540737212014,-70.18113444235304
DRS169849,53.62478207937122,-70.79276990011215
DRS169850,53.50834503619449,-70.84926121280886
DRS169851,53.60795716603917,-70.83377130355568
DRS169852,53.55013416427908,-70.84711511218273
DRS169853,53.71269815260692,-70.78738800031464
DRS169854,53.65192772833454,-70.8305510084042
DRS169855,52.57622212957768,-78.20668788831009
DRS169856,52.63865969758927,-78.12310983829215
DRS169857,52.80319098392594,-78.00435919789523
DRS169858,52.69932027792174,-78.08260511321078
DRS169859,52.8255527214638,-77.94919819985381
DRS169860,52.820965830455,-77.90981767056367
DRS172320,73.82199329704702,-64.24886651218898
DRS172321,73.97243855449376,-64.00964723610286
DRS172322,73.15605193257156,-64.38615268209776
DRS172323,73.22977143490925,-64.43428111753018
DRS172324,72.17347462350614,-64.03396534966393
DRS172325,72.16005570023775,-64.07433430980313
DRS172326,74.11072915159592,-64.8866805186165
DRS172327,74.18368615598959,-64.88333442029737
DRS172328,74.57211020981916,-64.04650895160368
DRS172329,74.60269550392279,-63.99865483242813
DRS172330,73.84448080920956,-64.29641358560932
DRS172331,74.05889245821758,-64.25097989461506
DRS172332,73.47432532079961,-64.21503112430688
DRS172333,73.60621906817076,-64.61075796052728
DRS172334,72.44097091484385,-66.18665102731504
DRS172335,72.20073306123287,-66.30615225539681
DRS172336,72.59466681954132,-65.74343471750242
DRS172337,72.6659227218531,-65.70928831261476
DRS172338,71.93708456426893,-64.86041493258246
DRS172339,72.04284058233374,-64.68859167515438
DRS172340,73.5222971632513,-64.95952978922583
DRS172341,73.63227980659624,-64.92104691909428
DRS172342,74.82825953147756,-64.46059312837855
DRS172343,74.85443850798515,-64.33607929494066
DRS172344,74.78990394842555,-64.68728049914134
DRS172345,74.80635724828574,-64.66293303595357
DRS172346,73.9012123095275,-64.66168498591743
DRS172348,73.51980718661973,-64.19768717695237
DRS172349,73.66654005401,-64.4649920409576
DRS172350,72.33420888264126,-63.785121453914094
DRS172351,72.46167850828506,-63.71442763331617
DRS172352,72.31915810277587,-63.72609980943933
DRS172353,72.31673937742877,-63.70099922823537
DRS172354,71.98558100486629,-65.576410908948
DRS172355,72.05392788308255,-65.52306627445462
DRS172356,76.16843749897127,-64.60000552319974
DRS172357,76.13822411579835,-64.54898194897186
DRS172358,75.6680192147699,-65.5719211577527
DRS172359,75.64997823366573,-65.61243126305237
DRS172360,74.80317965927442,-66.88242464757691
DRS172361,74.7919411663209,-66.8554704403504
DRS172362,73.94458850241354,-64.87375980296197
DRS172364,74.6628106627752,-63.40037222804662
DRS172365,74.61669524459994,-63.3157029363953
DRS172366,74.83301175922645,-63.36613396345499
DRS172367,74.84691383945079,-63.29734770458653
DRS172368,74.03287668282043,-63.57367559100948
DRS172369,74.00564187903319,-63.72852523067833
DRS172370,73.08479840960622,-64.31933246602135
DRS172371,72.92923426299673,-64.37815148798002
DRS172372,75.10420824400093,-64.87191351509179
DRS172373,75.11561121660299,-64.85334792192812
DRS172374,73.5916814515729,-63.02657481210469
DRS172375,72.5697426581259,-63.45802525247235
DRS172376,74.33681598753142,-63.16736862037412
DRS172377,74.32579269708653,-63.17369066489479
DRS173208,73.51804230986271,-65.26084704925206
DRS173209,74.63822649091807,-60.92074995841733
DRS173211,35.93937029292472,-93.75329311599911
DRS173213,73.70710842452678,-65.60397119134221
DRS173215,73.57735526912256,-65.27304809574872
DRS173217,73.23220196041034,-65.59506244702877
DRS173218,73.56464825213529,-65.25657074763994
DRS173221,73.65987684577549,-65.49474285116541
DRS173223,72.1767092071818,-63.06789756845959
DRS173226,74.31711054722938,-65.09532768920437
DRS173232,73.75328172827346,-65.67297436887624
DRS173234,73.86593634473707,-65.44169716735155
DRS173239,73.54435651485889,-65.22534126272218
DRS173241,73.57372861577781,-65.24749655263203
DRS173243,73.88854122264881,-65.39780267660447
DRS173244,73.66444679528794,-65.18851266853592
DRS173246,73.56478033534943,-65.28046760091932
DRS173249,74.20718450232086,-64.93102571816743
DRS173250,73.80808277027968,-65.18353135179957
DRS173251,71.996832409051,-62.98295730697266
DRS173263,73.54579128899941,-65.3127412170738
DRS173269,74.23556275555435,-65.02163168709431
DRS173270,73.86200816004364,-65.7090966732392
DRS173273,73.79296420506556,-65.50141848823516
DRS173275,73.54144355460593,-65.30195426369033
DRS173278,-93.4916465488826,18.118366415692392
DRS173279,73.75073956323835,-65.48928838364503
DRS175104,46.31814790595233,-55.68510219035568
DRS175105,46.769419809162656,-55.53789136838377
DRS175106,46.3498051038251,-55.66363339047617
DRS175107,44.75787652472249,-57.70103307749311
DRS175108,46.620218217780014,-55.06317674390666
DRS175109,46.64284546447705,-54.988267152966365
DRS175110,46.44434408858886,-55.568628730955865
DRS175111,55.9278560051996,-51.53340779002773
DRS175112,55.90450878875852,-51.53887533112484
DRS175113,55.93924552392184,-51.52544886805104
DRS175114,55.90559835776445,-51.53651840674394
DRS175115,55.91958409493888,-51.53006857054937
DRS175116,55.91490691632784,-51.53641835096028
DRS175117,55.94017145258344,-51.530944855558985
DRS175118,55.95438688465011,-51.52488503549705
DRS175119,55.93867817217539,-51.535229394833735
DRS175120,55.95591970776162,-51.52185589563013
DRS175121,55.95334537994172,-51.55674638983975
DRS175122,55.952406595420335,-51.53175987220832
DRS175123,55.9449235191653,-51.51720094664047
DRS175124,55.94494906185472,-51.54026196441506
DRS175125,55.94081990789966,-51.5417408458448
DRS175126,55.94676179927141,-51.54048082020263
DRS175127,55.947885142173824,-51.5298515691076
DRS175128,55.92455062185799,-51.55492500626719
DRS175129,55.95254775965672,-51.5392860317878
DRS175130,55.9376379290833,-51.55113076588253
DRS175131,55.9346813497798,-51.5496033459039
DRS175132,55.94265220563981,-51.54321790450813
DRS175133,55.932381602785554,-51.557949133981126
DRS175134,55.80452512854947,-51.70051857280604
DRS175135,55.920844672677184,-51.57071227303711
DRS175136,55.94951100574581,-51.536123595227735
DRS175137,55.925165556614864,-51.55299823149336
DRS175138,55.92085128576022,-51.56798424324708
DRS175139,55.93297165188236,-51.56149168247219
DRS175140,55.93155905843338,-51.5488276117574
DRS175141,55.917564611741895,-51.56541022243077
DRS175142,55.91778978113803,-51.5684825892234
DRS175143,55.90624375934379,-51.57583791922419
DRS175144,55.904255095342776,-51.56710674172791
DRS175145,55.93273472929753,-51.55005086934945
DRS175146,55.90316612818174,-51.58679624648072
DRS175147,55.90225092730933,-51.59048711208131
DRS175148,55.8904871493284,-51.60307461302321
DRS175149,55.87409740869614,-51.630279043757824
DRS175150,55.92020276043171,-51.565119898514645
DRS175151,55.43321518574943,-52.0732955173232
DRS175152,55.866398098392985,-51.63070245852104
DRS175153,55.8654698634054,-51.632659377003215
DRS175154,55.84900338391032,-51.65590446162985
DRS175155,55.74777607333244,-51.83247091083285
DRS175156,55.87428230272815,-51.618402713892586
DRS175157,55.70730832328003,-51.92124499824536
DRS175158,55.69117199624907,-52.01906167539106
DRS175159,55.724865106675146,-52.011344213241976
DRS175160,55.797832129725954,-57.977624275553815
DRS175161,55.667665518929205,-52.28123031533768
DRS175162,55.834315487550654,-58.01756758703365
DRS175163,55.68901425507521,-58.344296818226624
DRS175164,55.52922018773029,-58.80638807837625
DRS175165,55.75792543634201,-58.18155775890819
DRS175166,55.67858452106383,-58.34160903444256
DRS175167,55.83891435457261,-51.62088612797793
DRS175168,55.346177003688815,-60.86626027692903
DRS175169,55.29020529470211,-60.80763459327875
DRS175170,55.04520765387694,-61.07773334336389
DRS175171,55.04801804240532,-61.11934898146536
DRS175172,55.21461219033576,-60.97775024801298
DRS175173,55.104449060197,-61.05258595470863
DRS175174,55.1722071601913,-61.00247490951303
DRS175175,55.24197021668647,-60.992194580237616
DRS175176,55.95564795089301,-51.51966240786378
DRS175177,55.328000567194735,-60.90728394542808
DRS175178,54.89492769359457,-61.2595605153407
DRS175179,55.127557890057886,-61.09876177980433
DRS175180,55.09433772585597,-61.062842334741305
DRS175181,43.36188703648257,-57.78503240849869
DRS175182,43.81752300008745,-57.81336808395738
DRS175183,43.64950202751083,-57.81101987654214
DRS175184,44.25755969721863,-57.88252235926414
DRS175185,44.430947332549614,-57.85081316139512
DRS175186,59.01235188999238,-62.688165483491055
DRS175187,59.03363205508662,-62.71832057169789
DRS175188,59.03535750443221,-62.75121719228622
DRS175189,58.9898215874095,-62.65872760569486
DRS175190,58.9930115201824,-62.65670132597293
DRS175191,59.01102116413395,-62.70010498761178
DRS175192,58.98048174242738,-62.62626133868399
DRS175193,59.0010366484118,-62.68241627285122
DRS175194,59.04034592091659,-62.75235731661867
DRS175195,58.99136212593463,-62.66070948563625
DRS175196,58.94609807391372,-62.611003821805234
DRS175197,59.01417134778915,-62.6879980015946
DRS175198,59.03991852493645,-62.74963610199151
DRS175199,59.0521156143286,-62.83060741800094
DRS175200,59.05196214994617,-62.87402504221497
DRS175201,59.05416260783964,-62.85674154783029
DRS175202,59.04193384378853,-62.75552965357525
DRS175203,59.04988361176479,-62.78350032187974
DRS175204,59.05736115461648,-62.75411938428917
DRS175205,59.01048432673372,-62.69785978405908
DRS175206,59.06216035658976,-62.76719924374039
DRS175207,58.94420217210461,-62.58817579767556
DRS175208,59.07035311050048,-62.772866162969954
DRS175209,55.53551502226119,-60.90376661737781
DRS175210,59.1307890337064,-62.8185489551661
DRS175211,57.31565481623055,-55.6759102351582
DRS175212,52.61314263187925,-59.46603244622703
DRS175213,52.61607884876194,-59.43367579756988
DRS175214,51.85336764123781,-57.13739066504304
DRS175215,51.9402533985358,-57.355419058935794
DRS175216,52.31345874919871,-58.24992282760935
DRS175217,52.328012351194,-58.2559691566984
DRS175218,52.25276413243856,-58.0694348866973
DRS175219,52.469945554693474,-59.114409513215406
DRS175220,52.35230316250125,-58.29920639786572
DRS175221,52.687004853710505,-58.85183095784063
DRS175222,52.39510169402266,-59.50240606940528
DRS175223,52.26155620717598,-58.13905306261425
DRS175224,52.58024312361821,-59.27225738528571
DRS175225,52.61626040741391,-59.09329194976304
DRS175226,52.62563335976239,-59.007782788690015
DRS175227,52.71227657133132,-59.01838848391519
DRS175228,52.8353073132274,-58.77627202218013
DRS175229,53.208918816368175,-59.00718472083816
DRS175230,52.93929673379024,-59.11914551224382
DRS175231,52.99930151867088,-59.12303164439604
DRS175232,53.13412636517795,-59.032770515885794
DRS175233,52.87338621489759,-59.06499929974663
DRS175234,53.3966493085202,-59.05389717994412
DRS175235,53.21778758915067,-59.03977126500467
DRS175236,53.1105886130199,-59.11482448086963
DRS175237,53.27544776021073,-59.0616464681376
DRS175238,53.33877383435507,-59.119794107430366
DRS175239,53.39105152470642,-59.02246013009751
DRS175240,53.20417401410145,-59.135085462457454
