fid,cosine,Type
AF481226.1.1480,-0.027217450405260208,anaerobic
AY049713.1.1456,-0.008446664653943264,anaerobic
KT886066.1.1491,-0.02853309313282556,anaerobic
AY429713.1.1414,-0.0033629053343217515,aerobic
U55237.1.1335,-0.007625473954510899,anaerobic
KU298954.1.1374,-0.01778465558016078,anaerobic
FN547980.1.1210,0.06419106633653401,facultatively
FMFL01000027.72847.74341,-0.01158507055853153,anaerobic
FJ503681.1.1355,-0.00512488064550366,anaerobic
GQ896588.1.1471,-0.006871486768578296,anaerobic
MG822667.1.1434,0.0018968111168706796,aerobic
AB264126.1.1422,-0.006606073722278083,aerobic
GQ159309.1.1458,-0.005627431614311309,anaerobic
AY321958.1.1429,-0.03262720355607401,anaerobic
EU909652.1.1362,0.057267633364931285,facultatively
FMFF01000017.506.2051,-0.02041092365745233,anaerobic
FJ508676.1.1378,-0.00702973311757862,anaerobic
AAQK01003909.1492.2988,-0.04527599268126748,anaerobic
FPLP01008931.8.1519,-0.018009849043989796,anaerobic
EF404280.1.1494,-0.005663145022385815,anaerobic
EF405333.1.1493,-0.012121349139809567,anaerobic
GQ896943.1.1489,-0.008941586893547742,anaerobic
EF399931.1.1467,-0.0276408783809363,anaerobic
FJ363470.1.1333,-0.027584149951635585,anaerobic
FJ368979.1.1355,-0.017938221250572248,anaerobic
GQ898470.1.1506,-0.02280873965333728,anaerobic
DQ808965.1.1273,-0.009445880053542384,anaerobic
GQ897128.1.1493,-0.009323332034128988,anaerobic
EF071156.1.1495,-0.01909555825143346,anaerobic
EF401177.1.1491,-0.02425839453181361,anaerobic
AP018535.920481.921993,-0.03516830972805946,anaerobic
LN560839.1.1320,0.001103016059023693,aerobic
AP018786.2586781.2588311,-0.006876985356689372,anaerobic
AB490809.1.1497,-0.010644841477629511,anaerobic
HM344005.1.1345,0.005384952141715726,aerobic
CP027484.4576872.4578392,0.04457374095468254,facultatively
AB741661.1.1324,0.1299523524880534,facultatively
DQ629466.1.1468,0.004085059858980572,facultatively
HE681397.1.1539,-0.010524887242898191,anaerobic
AM423088.1.1339,0.005418797880336724,aerobic
HQ877677.1.1435,-0.021375221847135594,anaerobic
KY029053.1.1371,-0.0031688437428918485,aerobic
MH094643.1.1391,0.000193102001910837,aerobic
MG675050.1.1274,0.1277257655886718,facultatively
KY937951.1.1480,0.12547404287013572,facultatively
KC251737.1.1400,0.024636364970633002,aerobic
JQ185637.1.1340,-0.04525217568802779,anaerobic
AM419982.1.1495,-0.02644966996125677,anaerobic
EU663600.1.1489,-0.009210641640670552,anaerobic
AY211542.1.1343,-0.020261004080066227,anaerobic
HM276508.1.1382,-0.020235606653290432,anaerobic
JF141876.1.1383,-0.0202956118312054,anaerobic
EF404955.1.1497,-0.026148422280943932,anaerobic
JQ190867.1.1333,-0.03479486179909645,anaerobic
GQ157993.1.1485,0.07096263490094966,facultatively
KR364760.1.1485,-0.023040502102222513,anaerobic
FJ225426.1.1443,-0.0105664341715572,anaerobic
KU999999.1.1363,-0.024470254293489695,anaerobic
AM501431.1.1345,-0.004656981838003891,aerobic
AB969399.1.1506,-0.013890048576397467,anaerobic
AF035054.1.1416,-0.0030873969005926834,aerobic
EU024131.1.1317,-0.004195413532498296,aerobic
JF226227.1.1358,-0.0058495634300663535,aerobic
AB741690.1.1324,0.12989629894576013,facultatively
JX861486.1.1440,0.12085767861825013,facultatively
AB702765.1.1492,-0.023814001694084555,anaerobic
MH478342.1.1381,-0.0005012867300352861,aerobic
AP018532.913868.915378,-0.009622051318433533,anaerobic
AF499911.1.1224,-8.965926573199296e-05,aerobic
AJ239291.1.1355,0.00036011156118762397,aerobic
JX273468.1.1382,-0.02428649885026146,anaerobic
FJ506293.1.1384,0.04344994760565041,facultatively
LT223572.1.1482,-0.027850901872660903,anaerobic
JN104029.1.1463,0.00037929869372693037,aerobic
AF386081.1.1436,0.00014031118616524536,aerobic
CECA01068052.206.1718,-0.007013393944496189,anaerobic
CAHA01000059.20.1541,-0.017803194620411657,anaerobic
AY538696.1.1466,-0.017505894526704768,anaerobic
KF463415.1.1210,0.0005730593909833494,aerobic
EU024142.1.1316,0.0005670909214160174,aerobic
JF312675.1.1385,-0.016964664613096335,anaerobic
HQ812352.1.1432,0.023247282068131744,facultatively
AM943029.1.1242,0.09957767132631781,facultatively
JF000870.1.1363,0.04088312496432644,facultatively
JF703604.1.1513,0.03996373618361614,facultatively
LT996885.1078675.1080221,-0.007189757218510103,anaerobic
AJ308305.1.1371,0.00264583477225755,aerobic
AF175403.1.1471,0.08024621019336926,facultatively
CAYT010000179.94.1596,-0.00934951245480514,anaerobic
JF187469.1.1361,-0.028655531056621768,anaerobic
FJ859899.1.1419,-0.0059282140486860875,aerobic
AB023972.1.1377,-0.03629069415961795,anaerobic
AB558171.1.1473,-0.002827305631767634,anaerobic
FJ507685.1.1372,-0.016241657090247098,anaerobic
EU024165.1.1315,-0.003349571601519099,aerobic
EU024163.1.1315,-0.00478355572123497,aerobic
EU024159.1.1315,-0.0044310223592849115,aerobic
EF400364.1.1490,-0.02924981612842713,anaerobic
FR733677.1.1497,-0.017441676907413464,anaerobic
KT343145.1.1396,-0.014837182751027425,anaerobic
JQ186936.1.1363,-0.011617086475666522,aerobic
GQ159575.1.1479,-0.011520919044602188,anaerobic
JF120137.1.1363,0.07450652085582436,facultatively
AB821808.1.1525,-0.006670833793603725,anaerobic
LT223592.1.1499,-0.040485263246457015,anaerobic
KT895071.1.1436,-0.012104925859467373,anaerobic
FJ682815.1.1391,-0.02057741535554748,anaerobic
EU878313.1.1507,-0.04543196311937351,anaerobic
EU766191.1.1342,-0.013020902778833686,anaerobic
GQ042936.1.1355,-0.026104297040121658,anaerobic
JX232355.1.1415,-0.010494624679703787,anaerobic
HQ815191.1.1448,-0.01805731325215021,anaerobic
AJ558133.1.1467,0.012125111134495103,anaerobic
HQ180180.1.1390,0.0006166192322825557,aerobic
KT952637.1.1450,0.0010389215061804308,aerobic
KY908288.1.1306,0.000725161464713837,aerobic
AB681369.1.1472,0.0009944665895164112,aerobic
LS974444.1245284.1246819,0.0801430563536616,facultatively
AB300988.1.1342,-0.01329167642839317,anaerobic
CP019970.2296671.2298210,0.08057117316584937,facultatively
AB741688.1.1324,0.12983310902606177,facultatively
JQ188780.1.1367,0.03945033145899096,facultatively
LC127059.1.1395,0.11075050885323692,facultatively
JQ522962.1.1258,0.03566609220949371,aerobic
HQ807948.1.1446,-0.029858069122364172,anaerobic
GQ493555.1.1378,-0.0320188535612171,anaerobic
FJ362846.1.1332,-0.008211279227613229,anaerobic
GQ009821.1.1349,0.03708462972004578,aerobic
EU534703.1.1404,0.0842883068134742,facultatively
AM084342.1.1363,0.0034988178302457393,aerobic
AY560519.1.1489,0.0001897022486235334,aerobic
HQ596309.1.1462,0.1305353097974509,facultatively
AY923079.1.1223,0.00025384804022610016,aerobic
KR610524.1.1480,-0.006582118894772045,aerobic
AB022925.1.1450,0.08062057411785019,facultatively
LK056647.1.1423,0.00014545844257836315,aerobic
JQ072203.1.1422,-0.01993895142037543,anaerobic
KU713095.1.1370,-0.004871629245680626,aerobic
DQ905064.1.1432,-0.023175129107364648,anaerobic
GQ104125.1.1377,0.11666876176262751,facultatively
EF399608.1.1495,-0.019527942512586466,anaerobic
HQ766960.1.1452,-0.02608624849666686,anaerobic
GQ448867.1.1381,-0.024081042069928987,anaerobic
HK693831.1.1471,-0.015137276061086438,anaerobic
FJ368433.1.1378,-0.023943171688151233,anaerobic
MH463778.1.1506,-0.010768559046144158,anaerobic
FMIZ01000004.105628.107132,-0.025664121081456374,anaerobic
CDZP01049187.10668.12177,-0.009313422113924484,anaerobic
FJ508446.1.1369,-0.026263590414371436,anaerobic
EU460689.1.1362,-0.012094495419735844,anaerobic
AB969320.1.1524,-0.018667244118687212,anaerobic
AJ867040.1.1492,-0.00983372573944524,anaerobic
EU461213.1.1290,-0.010517664475743673,anaerobic
FMGP01000001.650541.652058,-0.009333242324723316,anaerobic
FPLO01005643.4.1519,-0.0182466731090966,anaerobic
JF161198.1.1349,-0.009967308344049176,anaerobic
AM275604.1.1484,-0.010815513081086567,anaerobic
HQ782922.1.1436,-0.02439991677737344,anaerobic
FJ504700.1.1379,-0.009306520852123558,anaerobic
LT161891.1.1529,-0.025678107094875474,anaerobic
JQ189938.1.1366,0.043823606458118856,aerobic
HM443958.1.1432,0.0818338180745299,facultatively
HM443959.1.1432,0.08186495646187901,facultatively
U29233.1.1374,0.0035145028687369327,facultatively
AB920828.1.1412,-0.00558774409951872,aerobic
JF226212.1.1366,0.001992248112454484,aerobic
AM237369.1.1209,0.00580580817651552,aerobic
EU768020.1.1365,0.05521404195853768,facultatively
HM294795.1.1361,0.05606570291004905,facultatively
JF189333.1.1362,0.06784024039928908,facultatively
CDZF01016481.1.1242,-0.017890770973433088,anaerobic
FJVJ01000015.3438.4940,-0.018286437975979283,anaerobic
KC331157.1.1496,-0.019124786805600525,anaerobic
U26420.1.1456,-0.0006188084267271174,aerobic
KX672815.1.1409,9.364044703428161e-05,aerobic
JQ337130.1.1410,-0.014028874142537198,anaerobic
AB559621.1.1499,-0.027637738700958522,anaerobic
DQ805581.1.1367,-0.027632113085572122,anaerobic
GQ492435.1.1390,-0.029629699959900453,anaerobic
DQ800542.1.1365,-0.0126338335983048,anaerobic
KF478233.1.1283,0.06153916665798286,facultatively
HM316019.1.1343,0.03733048963522098,aerobic
FJ947528.1.1381,-0.012956635200395136,anaerobic
AF385577.1.1508,-0.009559561240169113,anaerobic
KR189881.1.1387,0.13163519234528487,facultatively
GQ079989.1.1346,0.038422046238006526,facultatively
AY850502.1.1243,-0.023698744627032867,anaerobic
EU086794.1.1453,0.004292258725503546,aerobic
KX641747.1.1497,0.12980272107491225,facultatively
LN774644.1.1203,0.009906740299469854,aerobic
AM420201.1.1476,0.005574546905659906,facultatively
AB638860.1.1489,0.03886338443949547,aerobic
X76179.1.1407,0.012708709535161698,aerobic
JF197159.1.1360,-0.024139305638318505,anaerobic
FJ792538.1.1372,-0.026265003766893176,anaerobic
AF432138.1.1487,-0.003739067966681831,anaerobic
AY278623.1.1469,-0.0454742542960595,anaerobic
U87763.1.1460,0.0011250646622795605,aerobic
FJ611886.1.1355,0.13057994039946813,facultatively
AB218334.1.1446,-0.01748350651248428,anaerobic
CDZT01029038.3197.4705,-0.007636293044283558,anaerobic
BAAZ01001521.295.1804,-0.009746899487042918,anaerobic
AY850292.1.1350,-0.02730295741969241,anaerobic
FJ367084.1.1358,-0.007720522790253114,anaerobic
HQ740182.1.1457,-0.013028174265865493,anaerobic
GQ897330.1.1493,-0.013152414729735395,anaerobic
AB741662.1.1324,0.1325061739200627,facultatively
EU460134.1.1398,-0.01947151644267685,anaerobic
JQ187382.1.1365,-0.019521153012033072,anaerobic
EU469014.1.1255,0.021047389105138488,facultatively
HQ263024.1.1386,0.0807224012425269,facultatively
AY196662.1.1264,-0.007716629324448165,anaerobic
AB772259.1.1253,0.1278602145659244,facultatively
HM273687.1.1361,0.05497741107195027,facultatively
FJ673167.1.1362,-0.005414613440873349,anaerobic
AB218332.1.1445,-0.026287943730316416,anaerobic
JF313109.1.1310,-0.012942945482629852,anaerobic
CP000964.5345087.5346618,0.08629438940040422,facultatively
DQ441345.1.1293,-0.025489949070830395,anaerobic
FJ367271.1.1343,-0.009159708539168209,anaerobic
EF404910.1.1474,-0.003938841581954052,anaerobic
AJ131149.1.1456,-0.027675017429330585,anaerobic
AB218325.1.1438,-0.015201927783890163,anaerobic
HK693827.8.1518,-0.03026326971642899,anaerobic
HM212668.1.1457,-0.0007329509476751141,aerobic
AB008514.1.1214,-0.00011883223646177093,aerobic
FM995533.1.1388,0.0390507632883006,aerobic
HM327736.1.1306,0.00028593055483778975,aerobic
FNLI01000001.906.2398,-0.02437000557778887,anaerobic
AB741665.1.1324,0.13124101472629798,facultatively
DQ644497.1.1533,0.0025623286773571244,aerobic
EU778354.1.1387,-0.012968697818175851,anaerobic
JQ208004.1.1336,-0.009121591055238545,anaerobic
GQ448078.1.1372,-0.009469980721412717,anaerobic
KU177252.1.1213,0.0007849644999325886,aerobic
EF174498.1.1332,8.264588122802656e-05,aerobic
AJ888239.1.1389,0.0004633915933937083,aerobic
DQ471331.1.1380,0.00035213100948577024,aerobic
GQ898002.1.1490,-0.021971739884271407,anaerobic
JX966318.1.1363,0.0009729692350413917,aerobic
KF841631.1.1369,-0.010450040970054284,anaerobic
DQ795994.1.1370,-0.0028593534341871778,anaerobic
FPLO01002859.17.1507,-0.005172080828024263,anaerobic
GQ898408.1.1470,-0.006776304968845378,anaerobic
CU466602.1.1028,-0.007617676001424245,anaerobic
EU432550.1.1378,0.014123550232103287,aerobic
JQ454438.1.1395,-0.006936911770248971,anaerobic
JQ186143.1.1330,0.00463960584149038,facultatively
KC311366.1.1433,-0.028858404204205088,anaerobic
CDZT01028615.319923.321431,-0.01908663589028396,anaerobic
AY974071.1.1440,-0.017489369043960194,anaerobic
AJ518876.1.1339,-0.01744142838526947,anaerobic
FP929032.881290.882801,-0.017373219567131525,anaerobic
AB510708.1.1476,-0.016475286672554827,anaerobic
DQ803549.1.1391,-0.012854140728447433,anaerobic
DQ808255.1.1393,-0.0027459718142863994,anaerobic
ABWN01000012.312.1822,-0.010798401223570285,anaerobic
AB443949.1.1486,-0.009200603421902284,anaerobic
DQ800726.1.1393,-0.029791939588483127,anaerobic
AJ132842.30.1345,-0.01703721443040628,anaerobic
AAXA02000007.1.1294,-0.015170070232041564,anaerobic
AB261128.1.1492,-0.0239441428406525,anaerobic
AB238928.1.1492,-0.023652687135698985,anaerobic
ACBX02000025.1.1217,-0.01181937848808934,anaerobic
EF529620.1.1456,-0.028650008542057487,anaerobic
ABOU02000049.4536.6056,-0.02834756064148995,anaerobic
AB595135.1.1467,-0.027672934822297386,anaerobic
FMFE01000009.115376.116886,-0.01520027453877787,anaerobic
AP018536.2960241.2961739,-0.01310436155028449,anaerobic
EF402856.1.1478,-0.005149177468673402,anaerobic
FMFI01000017.70610.72117,-0.009568027385906126,anaerobic
CEAX01020322.3163.4650,-0.024928778962671084,anaerobic
FMDZ01000001.16887.18386,-0.014889715212737778,anaerobic
DQ798328.1.1392,-0.012336598290581964,anaerobic
FMGA01000006.679.2193,-0.035204232640005315,anaerobic
FMEV01000003.302305.303826,-0.014390549091506088,anaerobic
FMDW01000023.29634.31144,-0.0272177727527219,anaerobic
FMGL01000001.348061.349571,-0.016237729397002125,anaerobic
HQ436501.1.1448,-0.01313383493432848,aerobic
DQ417336.1.1419,-0.003931631159749366,aerobic
FPLO01004398.16.1526,-0.011924225009632897,anaerobic
JQ455155.1.1330,-0.0137335806462256,anaerobic
EU531867.1.1458,-0.011534376207332862,anaerobic
X76739.8.1448,-0.033154276217216075,anaerobic
JF229737.1.1367,0.12788585831248683,facultatively
ATXO01000007.1.1263,-0.014524127556658026,anaerobic
EU370418.1.1477,-0.001009474308237047,aerobic
EU763444.1.1358,-0.0067695632786492895,anaerobic
DQ795636.1.1368,-0.02774015533058072,anaerobic
KF193956.1.1243,0.08579574329947776,facultatively
Y18294.1.1459,0.08122092571181132,facultatively
KX880973.1.1213,0.11097711283336603,facultatively
JQ337049.1.1414,0.0033039365627016717,aerobic
KC293826.1.1212,0.0024000334506206695,aerobic
EU420062.1.1385,-0.009567853176952548,aerobic
HM328272.1.1306,0.0003024389621966775,aerobic
KP823035.1.1274,0.005079587045975917,aerobic
FJ365938.1.1360,-0.012317008327916252,anaerobic
JN703378.1.1490,-0.017389754934819496,anaerobic
CDTY01028331.429.1939,-0.01622397905294437,anaerobic
DQ456069.1.1449,-0.0252453300022667,anaerobic
AQUW01000012.1.1214,0.03889297190013515,facultatively
AF385510.1.1522,-0.024460971264513104,anaerobic
FN178467.1.1428,-0.0450807284237737,anaerobic
AB547696.1.1280,-0.027936398646771707,anaerobic
JQ458685.1.1395,0.06861520322181361,facultatively
AB616133.1.1466,-0.0094344882676372,anaerobic
KC259956.1.1324,-0.013252601493288356,anaerobic
EU507778.1.1362,-0.011968461937609405,anaerobic
FIZH01000015.305.1824,-0.009663549711616277,anaerobic
FIZW01000001.347077.348580,-0.026556576644649263,anaerobic
FKLA01000009.186857.188363,-0.024410178454482796,anaerobic
FLLS01000002.1019542.1021034,-0.04546761126002137,anaerobic
FKYL01000005.1805440.1806947,-0.01744296076153451,anaerobic
FLKM01000009.1335473.1336974,-0.014975121591221307,anaerobic
FLKB01000005.3297.4792,-0.015757305619142094,anaerobic
FLKP01000001.3519.5034,-0.010720396847613526,anaerobic
FLSN01000013.260828.262336,-0.010313629245639692,anaerobic
FLTI01000019.71.1571,0.038811382151981745,facultatively
FMJA01000006.260934.262419,-0.010491159718845523,anaerobic
FMIW01000005.418310.419846,-0.006490870877642663,anaerobic
KM021097.1.1244,-0.00029951130521990146,aerobic
FNWG01000007.3380.4869,-0.024369158099220217,anaerobic
HM007583.1.1345,-0.045399093042118775,anaerobic
FNWH01000003.25265.26801,-0.006512259361635698,anaerobic
GQ496624.1.1458,-0.02828355518342489,anaerobic
JQ780830.1.1329,0.022731439110013716,anaerobic
JF824799.1.1423,-0.01748314752172185,anaerobic
AB574482.1.1489,-0.02591683663933958,anaerobic
FNVV01000013.199774.201282,-0.025444639264564316,anaerobic
CDZF01006967.368.1897,-0.010538575413996394,anaerobic
HM330582.1.1343,0.021011850760057318,aerobic
LT632322.1285528.1287031,-0.02659033164840903,anaerobic
FQLR01000004.1592155.1593643,-0.03397458278833696,anaerobic
LT635455.1790635.1792129,-0.04534265773060119,anaerobic
FQLT01000002.339798.341310,-0.028609361670872854,anaerobic
JF159460.1.1350,-0.012154515809606905,anaerobic
FPLC01000010.677121.678631,-0.031911503890103325,anaerobic
LT635480.1863348.1864856,-0.026724781291684367,anaerobic
HZ486066.1.1495,-0.0450768684836261,anaerobic
FPLH01000015.568713.570215,-0.02665431904782181,anaerobic
FQTO01000003.268810.270301,-0.04525110894552011,anaerobic
FQRZ01000004.1502664.1504171,-0.009579537729271951,anaerobic
FQSB01000010.297.1804,-0.025336964114679134,anaerobic
FQSE01000007.1631802.1633308,-0.025988992543463648,anaerobic
AB490801.1.1479,-0.015847103196905767,anaerobic
FQXY01000005.366.1875,-0.02537946343729073,anaerobic
AB574481.1.1484,-0.026456890440943126,anaerobic
LT671675.379810.381306,-0.045420088047282835,anaerobic
FTRU01000003.3359.4854,-0.024179281793623778,anaerobic
FTLH01000001.1658518.1660028,-0.02381600289936957,anaerobic
FTLM01000021.103.1630,-0.010720979926193001,anaerobic
FUHN01000004.49.1550,-0.014624833864839405,anaerobic
LT635457.967085.968602,0.025722898823139412,facultatively
FUHT01000001.3690.5196,-0.024426916387691813,anaerobic
FTLR01000011.377493.378988,-0.045176741127733955,anaerobic
FTLS01000018.171810.173320,-0.02756744918657203,anaerobic
FTLV01000009.1034.2536,-0.02805789310681199,anaerobic
KM888877.1.1419,0.0019143788141124005,aerobic
KJ809264.1.1455,0.000503902870221967,aerobic
AY468447.1.1310,0.005200790301366617,aerobic
LT821227.1319479.1320707,-0.040183861127713,anaerobic
AF542228.1.1396,-0.02662456156049891,anaerobic
FWYK01000033.5481.6968,-0.036490844726017546,anaerobic
LT598568.1.1472,-0.03264632735389415,anaerobic
FN667250.1.1445,-0.024475646129377273,anaerobic
AJ290754.1.1466,0.07196437435246661,facultatively
EU718058.1.1391,0.00515288197781364,aerobic
AY514996.1.1307,-0.015008311009323575,anaerobic
LT900217.3045591.3047078,-0.03318976529705396,anaerobic
LT631513.1.1449,-0.023588384874515145,anaerobic
LT576395.1.1472,-0.039279878215558346,anaerobic
LN866995.1.1482,-0.02443491078459855,anaerobic
LT722680.1.1429,-0.03640266241561373,anaerobic
LT907978.739439.740956,-0.003946580294623858,anaerobic
KJ469554.1.1367,-0.02794588372342088,anaerobic
LT900366.1.1516,-0.02551001886243347,anaerobic
HM596293.1.1499,-0.02672228498697372,anaerobic
LT623894.1.1472,-0.03872517493138383,anaerobic
HQ748426.1.1449,-0.029613376880919612,anaerobic
AM697380.1.1520,-0.020268833839614253,anaerobic
EU776209.1.1388,-0.035157567077873944,anaerobic
LT908453.1.1485,-0.025768854087622684,anaerobic
HQ326459.1.1448,0.0002607073526032438,aerobic
HM288760.1.1348,-0.025324189252641065,anaerobic
FMHG01000001.1940143.1941649,-0.025009151047384992,anaerobic
KF842469.1.1394,-0.019528202232446303,anaerobic
FJ366515.1.1264,-0.0140152049757637,anaerobic
LT985457.1.1524,-0.02619052850410509,anaerobic
LT990039.1744382.1745891,-0.036499119704905957,anaerobic
JF113984.1.1349,-0.02682147392040856,anaerobic
HQ745559.1.1410,-0.016716138056294627,anaerobic
GQ006447.1.1346,-0.026630919482999105,anaerobic
EU467373.1.1235,-0.018115426833896338,anaerobic
AJ420200.1.1419,0.12827269155685922,facultatively
JN639391.1.1262,0.12654768693480362,facultatively
AB002518.1.1416,0.13054810972076691,facultatively
AF186072.1.1492,-0.020315784901201204,anaerobic
GU585578.1.1293,0.024760446252406282,facultatively
AB571656.1.1493,-0.03169843777394845,anaerobic
HM007565.1.1329,-0.015002944974890726,anaerobic
LS999988.1.1526,-0.007236918359266955,anaerobic
LT985391.1.1524,-0.009552771674975109,anaerobic
LS488978.1.1530,-0.02795509278210788,anaerobic
LS999984.1.1525,-0.017486554233477038,anaerobic
DI412661.1.1340,0.11010417519360595,facultatively
LS999998.1.1510,-0.025079681077162633,anaerobic
LT996087.1.1507,-0.035412104646408815,anaerobic
LT631507.1.1440,-0.017528684014941297,anaerobic
FJ382008.1.1209,0.004154598715138423,aerobic
LR031298.1.1529,-0.007250489755047776,anaerobic
LN870298.1.1495,-0.01573043378178129,anaerobic
GQ016274.1.1347,-0.025336792918598694,anaerobic
LT598548.1.1495,-0.014988873706174022,anaerobic
FJ557288.1.1409,0.09835980473707841,facultatively
JF198707.1.1359,0.059272372665929884,facultatively
AJ239312.1.1355,0.00023940589320332103,aerobic
AB680625.1.1447,0.006933375896141373,facultatively
CWGY01000019.323.1817,-0.04523553633022683,anaerobic
CWGU01000009.317.1809,-0.04508768791862321,anaerobic
KR911910.1.1341,-0.026737187446539672,anaerobic
GQ016854.1.1347,-0.025524369490852968,anaerobic
JF227828.1.1308,0.00022581543838703005,aerobic
EF660755.1.1344,0.00028628795391182565,aerobic
LC322231.1.1201,-0.004880345495824463,aerobic
AM696714.1.1480,-0.026835221739925967,anaerobic
KX442622.1.1315,0.0003726698742904714,aerobic
HM319091.1.1350,-0.026710910361900226,anaerobic
JF176336.1.1347,-0.02532991740962898,anaerobic
AJ131121.1.1481,0.0040075690341197625,facultatively
KX344119.1.1453,-0.008946101508591878,anaerobic
X76748.1.1473,-0.008572314094203703,anaerobic
AY993322.1.1355,-0.007451601054492046,anaerobic
HG726040.1.1387,-0.010574153310174356,anaerobic
ATCH01000005.67148.68647,-0.045259921523083085,anaerobic
JF920339.1.1383,0.08722358929495438,facultatively
KF564570.1.1498,-0.007245507575104028,anaerobic
AF192152.1.1542,-0.010523906911969486,anaerobic
GQ014737.1.1357,-0.013188038562753747,anaerobic
