0,t-SNE1,t-SNE2
DQ825073.1.1382,25.890154,33.152206
DQ825076.1.1339,42.441624,-44.60926
DQ825086.1.1392,52.070866,-7.0511346
DQ825093.1.1389,-29.565771,1.9918789
DQ825096.1.1385,70.16573,41.761578
DQ825101.1.1392,-38.970154,7.1894565
DQ825110.1.1334,20.760841,20.919878
DQ825116.1.1392,47.383793,-43.517876
DQ825130.1.1385,57.13032,-57.985664
DQ825180.1.1396,58.414993,9.0166235
DQ825187.1.1392,-44.364742,14.530413
DQ825195.1.1332,30.222372,16.44201
DQ825205.1.1392,37.07281,-34.4466
DQ825213.1.1366,-10.591207,-56.07145
DQ825230.1.1368,26.587847,27.75124
DQ825234.1.1399,24.434322,-46.477608
DQ825279.1.1401,40.634,-50.053116
DQ825286.1.1377,-31.80168,2.5855103
DQ825291.1.1382,-46.188,14.231891
DQ825293.1.1399,33.341927,-32.600662
DQ825315.1.1388,-9.709145,-73.05676
DQ825322.1.1381,24.715004,51.97211
DQ825328.1.1377,61.19493,31.347418
DQ842492.1.1389,-18.574715,39.307686
DQ898156.137616.139105,-47.483364,27.456623
DQ904675.1.1611,23.443148,-51.49679
DQ904716.1.1259,-41.257328,1.6377218
DQ904718.1.1469,-46.109474,-13.940951
DQ904727.1.1491,40.70575,-45.101128
DQ904781.1.1451,28.635183,-62.195744
DQ904783.1.1429,38.22391,-42.50186
DQ904860.1.1476,11.687898,-25.046347
DQ904870.1.1459,35.650547,-1.6849904
DQ904893.1.1249,-10.592845,-4.173384
DQ905035.1.1446,34.35857,-40.816933
DQ905047.1.1475,55.595272,-54.322365
DQ905064.1.1432,2.4226882,-14.373025
DQ905075.1.1402,67.13272,35.753067
DQ905133.1.1451,3.1695487,-18.04936
DQ905185.1.1458,60.00134,-59.11457
DQ905194.1.1477,-61.15003,8.454063
DQ905202.1.1455,-24.513641,4.4383616
DQ905206.1.1448,-54.65644,-18.87219
DQ905260.1.1465,-34.004295,-19.444141
DQ905280.1.1480,-51.19624,5.0318003
DQ905283.1.1535,25.89493,-12.184582
DQ905290.1.1475,-14.564013,-20.74447
DQ905294.1.1468,42.213337,-39.90793
DQ905305.1.1457,59.8386,-51.68241
DQ905320.1.1681,50.360928,34.788864
DQ905326.1.1567,36.620823,22.948973
DQ905338.1.1483,7.903021,-24.101425
DQ905342.1.1501,21.33561,-28.434324
DQ905363.1.1479,4.1040573,-8.587806
DQ905369.1.1577,61.11851,-50.636288
DQ905398.1.1521,61.525925,45.21194
DQ905406.1.1442,31.165234,-45.642765
DQ905407.1.1515,-31.092417,-18.868822
DQ905410.1.1551,50.132195,-21.79352
DQ905437.1.1471,45.904045,-7.155221
DQ905456.1.1472,-54.94401,-53.40504
DQ905461.1.1494,54.68052,-54.649227
DQ905462.1.1447,-11.786922,-27.898829
DQ905473.1.1481,11.272042,-16.925951
DQ905474.1.1452,-51.336395,-9.949402
DQ905537.1.1510,11.35592,-16.901604
DQ905581.1.1840,36.153275,24.90674
DQ905596.1.1463,2.759088,-19.097881
DQ905664.1.1533,57.668594,-14.368163
DQ905707.1.1486,69.510376,34.29073
DQ905713.1.1573,56.79074,-25.880444
DQ905725.1.1572,-59.036274,-36.873177
DQ905740.1.1517,32.66693,-60.537724
DQ905743.1.1505,63.79231,-43.321022
DQ905791.1.1551,38.002968,-35.15379
DQ905803.1.1561,85.72011,-5.0031867
DQ905805.1.1544,44.875042,-47.525352
DQ905824.1.1536,4.292099,-20.82284
DQ905837.1.1553,1.883527,-24.160072
DQ905838.1.1588,51.524395,17.844147
DQ905869.1.1507,37.938915,-35.031693
DQ905881.1.1578,-20.773638,28.671501
DQ905882.1.1619,40.755524,-54.804432
DQ905891.1.1583,61.272568,29.589403
DQ905894.1.1567,2.6325133,-33.33717
DQ905899.1.1497,-38.17414,9.029127
DQ905920.1.1559,81.12012,-0.45148605
DQ905926.1.1529,64.26692,42.13788
DQ905927.1.1588,71.56534,33.14593
DQ905952.1.1231,-7.650718,3.4891522
EA273498.76.1346,-42.595352,45.11301
EF012366.1.1251,-50.035034,59.8883
EF019023.1.1375,-41.03849,59.747147
EF019669.1.1293,-27.958052,44.7367
EF022239.1.901,-41.353115,62.519535
EF025214.1.1451,-43.139557,-10.710298
EF025230.1.1453,-54.350136,-12.762722
EF025235.1.1468,16.509277,18.43476
EF025248.1.1456,43.389233,-7.0793214
EF025253.1.1453,45.608337,-19.033487
EF025258.1.1286,-68.278595,-1.9754974
EF025264.1.1452,-51.618427,42.34868
EF025265.1.1464,-4.1876364,-19.987211
EF025267.1.1453,-39.954937,-9.576574
EF025270.1.1456,-4.0249925,-20.626284
EF025273.1.1453,47.37399,-17.876122
EF025281.1.1453,-45.727726,-13.517122
EF025286.1.1454,-40.58959,-10.664408
EF025287.1.1455,1.0904843,-22.394
EF025290.1.1453,-3.002943,-20.949873
EF025294.1.1283,-39.131702,-9.290075
EF025298.1.1285,-9.610596,-57.912643
EF026154.1.1200,-23.94963,65.47313
EF050122.1.1251,-40.54823,56.09968
EF059881.1.1417,-32.796337,35.76842
EF071142.1.1509,63.70145,-45.01594
EF071153.1.1433,-67.27279,-23.142735
EF071155.1.1491,80.50035,-1.602467
EF071156.1.1495,-7.8513155,-28.204905
EF071161.1.1424,41.989925,-58.550404
EF071169.1.1507,-0.24147125,-17.85348
EF071174.1.1494,56.026993,-57.6289
EF071180.1.1338,-40.67537,-2.190573
EF071202.1.1508,-56.998257,-25.131306
EF071211.1.1211,-64.54629,-34.716633
EF071224.1.1374,25.837505,-38.008972
EF071230.1.1342,-70.57319,-23.003622
EF071237.1.1250,-62.104427,-34.699253
EF071253.1.1234,2.2608907,-35.704487
EF071257.1.1224,-63.172928,-38.959717
EF071260.1.1495,5.055872,-6.01779
EF071273.1.1505,20.828861,-21.357697
EF071318.1.1509,-1.453757,84.936325
EF071375.1.1507,49.173584,-16.41878
EF071387.1.1492,48.12469,-21.731665
EF071396.1.1511,-27.878706,-11.235129
EF071399.1.1511,66.71377,51.368557
EF071400.1.1497,-37.264545,14.199547
EF071402.1.1506,-3.7857046,-20.74059
EF090267.1.1445,-77.11016,25.806683
EF096143.1.1269,16.355555,-1.6357574
EF096145.1.1253,-13.003228,-10.586447
EF096147.1.1310,-81.79545,9.521209
EF096150.1.1390,-85.211136,11.574722
EF096162.1.1303,-83.09184,19.414234
EF096171.1.1250,-79.97067,12.84061
EF096173.1.1326,-8.073071,-5.3963466
EF096176.1.1376,-79.24994,13.680818
EF096189.1.1366,-85.19842,13.61551
EF096192.1.1284,-75.54424,14.552872
EF096193.1.1332,-83.87933,13.070231
EF096195.1.1303,-82.51832,19.388803
EF096202.1.1260,-83.15875,13.066771
EF096206.1.1276,18.4632,56.657093
EF096212.1.1300,-72.253815,18.023073
EF096215.1.1301,-83.038185,17.442062
EF096233.1.1409,-81.26835,8.518756
EF096238.1.1258,-75.47877,20.132212
EF096239.1.1268,-82.5141,10.839311
EF096240.1.1257,-10.115799,-9.862543
EF096244.1.1266,-74.04319,17.487871
EF096255.1.1361,-75.30594,18.732533
EF096304.1.1402,-80.95665,16.246769
EF096313.1.1365,-87.53385,20.078074
EF096326.1.1310,-77.91651,22.335037
EF096327.1.1351,-83.67933,18.260633
EF096519.1.1377,-79.07429,8.368105
EF096610.1.1402,15.648324,52.756256
EF096747.1.1398,-77.126495,25.003849
EF096751.1.1391,25.290125,56.904057
EF096774.1.1403,-20.9408,28.565453
EF096787.1.1262,-82.68915,9.246528
EF096796.1.1333,-80.98497,6.8844776
EF096814.1.1405,-76.71791,23.083414
EF096838.1.1392,-85.12404,15.013474
EF096898.1.1401,-34.4841,-56.610596
EF096904.1.1401,-73.23266,21.69008
EF096961.1.1405,-70.32291,18.417397
EF096995.1.1406,-69.615746,21.784138
EF097042.1.1393,-74.44746,21.524162
EF097056.1.1397,-9.646358,12.93696
EF097099.1.1320,-69.667885,17.256807
EF097135.1.1402,-80.80781,22.567034
EF097211.1.1400,-72.29112,18.961445
EF097232.1.1271,-69.75436,17.097153
EF097458.1.1294,-79.74,15.611602
EF097461.1.1346,-83.24213,17.318777
EF097482.1.1368,-20.91265,32.0065
EF097483.1.1375,-76.48993,21.891953
EF097505.1.1302,-74.83815,23.360725
EF097506.1.1346,-31.878536,-19.719177
EF097577.1.1394,-75.36247,20.089266
EF097627.1.1361,-84.20839,18.485563
EF097640.1.1274,-89.3218,15.142795
EF097671.1.1295,18.12185,36.188297
EF097705.1.1278,-75.953735,18.226772
EF097732.1.1343,-22.813503,32.033646
EF097781.1.1379,16.778105,21.501642
EF097877.1.1408,-13.233341,7.806543
EF097894.1.1405,-11.508041,-21.333584
EF097941.1.1386,-84.000984,15.267832
EF097998.1.1389,-84.14576,17.123095
EF098002.1.1319,-83.91951,15.187438
EF098031.1.1281,-69.57437,19.040335
EF098038.1.1349,-84.0106,19.06966
EF098247.1.1426,-81.53156,11.778466
EF098344.1.1283,-75.478065,19.067139
EF098416.1.1313,-83.61819,19.681208
EF098437.1.1284,-81.86746,12.899656
EF098450.1.1284,-82.218254,20.102419
EF098473.1.1304,-81.97499,9.294414
EF098509.1.1391,-84.47534,18.72171
EF098534.1.1363,-82.85806,17.84308
EF098548.1.1393,-82.34519,14.362552
EF098595.1.1393,-87.89285,17.823849
EF098724.1.1356,-81.693535,19.268517
EF098727.1.1395,-59.221577,-32.09904
EF098760.1.1397,19.724216,57.59327
EF098772.1.1388,-82.110794,12.187691
EF098846.1.1382,-88.78809,17.228613
EF098973.1.1393,-86.1183,15.891862
EF099072.1.1365,-27.134249,4.8096766
EF099235.1.1275,-82.792755,14.096495
EF099240.1.1273,24.019588,58.81705
EF099523.1.1391,-57.527824,-10.032142
EF099832.1.1399,-81.40981,8.948429
EF099892.1.1400,35.605637,16.422472
EF099902.1.1386,-86.7875,16.618298
EF099999.1.1402,13.063775,34.46378
EF100005.1.1387,-84.761734,18.236404
EF108443.1.1344,0.51442814,29.34459
EF111062.1.1228,-48.62846,25.496462
EF111064.1.1259,-54.773582,51.524075
EF111152.1.1274,-34.06011,82.59689
EF111178.1.1280,-26.3542,44.378094
EF111210.1.1218,-43.073196,34.580917
EF120375.1.1550,-18.463724,12.357868
EF157204.1.1276,-42.0429,55.9628
EF157293.1.1212,-42.352867,45.65401
EF174282.1.1369,-43.179756,56.1634
EF174498.1.1332,-40.247322,57.091484
EF185167.1.1497,-3.016957,34.53498
EF187228.1.1400,-39.698013,57.89008
EF187238.1.1370,25.613943,57.0337
EF203956.1.1258,-28.963337,11.037879
EF207716.1.1268,-41.224247,44.846252
EF218611.1.1314,-2.2184396,79.10469
EF398676.1.1493,60.369205,48.12751
EF398702.1.1493,59.01454,49.96815
EF398740.1.1493,24.439287,-10.915186
EF399455.1.1484,49.964935,-24.252996
EF399584.1.1489,-40.865177,-2.0298345
EF399604.1.1493,25.02157,-59.584686
EF399608.1.1495,8.485976,-33.358177
EF399622.1.1489,25.079151,-38.38896
EF399852.1.1472,-25.966385,3.3604715
EF399931.1.1467,4.7370934,49.487736
EF399984.1.1494,-49.95599,3.2549353
EF400051.1.1490,13.057725,-30.544847
EF400344.1.1489,23.056194,-39.718643
EF400364.1.1490,-3.9081695,-35.39366
EF400373.1.1492,-59.46631,-23.554035
EF400391.1.1491,40.218338,-51.955837
EF400472.1.1486,51.52879,-41.605927
EF400482.1.1533,-43.40995,-26.7924
EF400494.1.1487,48.931408,-21.559292
EF400498.1.1478,-56.12694,-19.814505
EF400539.1.1492,12.552778,-32.56205
EF400719.1.1481,45.268726,6.616422
EF400740.1.1495,40.531406,-46.939915
EF400741.1.1483,-53.17535,-11.323773
EF400759.1.1489,-39.451756,-28.866804
EF400772.1.1485,47.46883,-18.39185
EF400878.1.1492,63.399025,-43.05135
EF401096.1.1485,49.259808,-40.131386
EF401177.1.1491,39.942646,-57.4325
EF401250.1.1491,32.49438,22.376125
EF401318.1.1587,37.72117,-61.097736
EF401581.1.1491,-19.493591,4.5531325
EF401648.1.1489,58.03208,8.465538
EF401817.1.1484,1.2039206,-27.821962
EF401853.1.1491,65.10875,-42.28985
EF401863.1.1477,-46.865337,-16.877434
EF401874.1.1492,-55.18711,-27.478745
EF401875.1.1531,8.062192,-40.04976
EF401880.1.1492,-50.68105,-16.617933
EF401954.1.1477,47.034,-34.325886
EF402071.1.1478,-55.850533,-19.78885
EF402075.1.1488,11.634388,-28.41609
EF402162.1.1494,29.81121,24.245502
EF402190.1.1489,69.579346,31.577179
EF402205.1.1495,58.248398,-27.622238
EF402319.1.1474,60.66815,23.390688
EF402384.1.1486,-52.720207,-44.0485
EF402425.1.1497,60.543636,-37.350475
EF402450.1.1486,-50.66344,17.692198
EF402471.1.1496,22.8754,-11.9385
EF402506.1.1494,5.6733603,-27.793673
EF402508.1.1495,10.80391,-27.42239
EF402555.1.1494,66.162415,44.536106
EF402584.1.1487,23.797983,-9.803849
EF402609.1.1497,63.733143,48.440517
EF402740.1.1487,10.47497,-29.119953
EF402779.1.1483,-28.908783,-16.33965
EF402828.1.1485,-55.52291,-19.490025
EF402847.1.1496,-53.195,-12.980529
EF402856.1.1478,-59.985893,6.870511
EF403010.1.1492,-55.85624,-13.992824
EF403112.1.1494,-46.297287,2.490528
EF403362.1.1491,-26.0229,3.4814522
EF403367.1.1495,59.61515,-51.715134
EF403383.1.1490,28.7947,-9.724414
EF403477.1.1496,-35.728683,-3.4802163
EF403478.1.1500,56.37323,36.291798
EF403496.1.1491,-23.100101,-25.302536
EF403609.1.1492,28.278301,8.455815
EF403674.1.1517,81.89453,-2.6927242
EF403683.1.1495,67.30494,27.006786
EF403722.1.1491,50.52584,22.253729
EF403836.1.1489,49.425186,-42.056747
EF403922.1.1493,41.705,-36.29531
EF403928.1.1481,-0.7279684,-7.8803654
EF403962.1.1494,7.908557,-32.248062
EF403999.1.1478,70.46274,-27.724659
EF404039.1.1494,13.406089,-26.70882
EF404077.1.1491,68.89396,21.155148
EF404197.1.1477,68.995575,-22.735851
EF404208.1.1519,66.73062,38.11752
EF404225.1.1485,10.727307,-34.47086
EF404262.1.1485,5.3183136,-30.52073
EF404274.1.1495,62.906906,27.529633
EF404280.1.1494,46.22368,-45.98294
EF404296.1.1489,44.42984,9.446616
EF404299.1.1489,67.61871,-32.368595
EF404313.1.1498,79.558266,-19.678541
EF404387.1.1497,-55.27808,-45.554016
EF404388.1.1474,29.295553,-62.673294
EF404436.1.1521,20.956171,-37.785664
EF404509.1.1494,54.658558,-9.702539
EF404556.1.1477,-57.0138,-13.034109
EF404596.1.1497,-51.98384,-21.390873
EF404622.1.1481,45.093624,-47.12708
EF404658.1.1491,-39.538067,-28.974915
EF404671.1.1497,46.38892,-45.937103
EF404673.1.1495,63.48719,-42.924004
EF404689.1.1475,50.03379,-55.802166
EF404703.1.1494,-39.78029,11.265961
EF404723.1.1494,41.184376,-31.087399
EF404747.1.1494,-60.86838,-13.414576
EF404788.1.1485,-55.853096,-19.860132
EF404796.1.1476,60.117,-59.48487
EF404831.1.1491,4.768984,-33.81871
EF404890.1.1494,-20.741392,-19.029467
EF404910.1.1474,44.93402,-54.04423
EF404931.1.1496,50.172417,-56.709515
EF404955.1.1497,39.59457,-56.644108
EF404985.1.1504,-1.2080847,-25.019533
EF405002.1.1482,-52.481342,-12.780902
EF405056.1.1496,0.3495922,-29.437939
EF405079.1.1494,27.453856,58.867485
EF405130.1.1490,30.383415,-66.17481
EF405150.1.1479,-47.78988,-2.9439137
EF405180.1.1479,51.05714,-61.011387
EF405184.1.1522,79.68703,6.323591
EF405280.1.1479,48.612034,-21.637922
EF405333.1.1493,48.82301,-31.015059
EF405389.1.1497,59.539005,-39.34671
EF405400.1.1491,86.38516,7.786028
EF405415.1.1493,-26.813301,-13.256631
EF405423.1.1478,42.219334,-59.365772
EF405428.1.1493,41.803936,-36.369377
EF405456.1.1481,43.853916,-7.2679033
EF405470.1.1494,39.422653,-57.417786
EF405506.1.1499,-1.3086679,-18.260395
EF406446.1.1499,-76.81251,9.257401
EF406725.1.1538,-86.64533,12.521491
EF409953.1.1512,-48.925285,-3.3122392
EF419369.1.1421,10.330928,82.37891
EF419416.1.1447,-6.0804596,91.67597
EF424395.1.1359,-43.40855,34.00332
EF434325.1.1358,-37.835785,-30.799818
EF434328.1.1362,-1.4132434,-24.6968
EF434330.1.1358,-21.029472,-21.629158
EF434333.1.1344,-56.35003,-14.882048
EF434336.1.1358,25.055353,-37.729256
EF434341.1.1349,-48.043106,-16.160875
EF434343.1.1369,-11.605147,31.597675
EF434350.1.1379,-40.73865,-9.647474
EF434354.1.1367,12.360925,-37.529293
EF434356.1.1352,-55.91538,-14.282451
EF434357.1.1344,-30.467188,-16.84326
EF434360.1.1335,-54.52895,-14.085677
EF434361.1.1352,-48.55383,-46.247547
EF434364.1.1351,8.445269,-27.17493
EF434365.1.1344,-53.517612,-48.52349
EF434366.1.1353,-54.27911,-17.676401
EF434368.1.1390,-54.979855,-49.118862
EF434369.1.1345,-55.091473,-16.45055
EF434371.1.1352,-52.383366,-19.173393
EF436500.1.1394,-0.11119882,85.30816
EF441936.1.1338,-52.165634,28.27589
EF441948.1.1209,-19.513384,40.48188
EF441950.1.1245,10.24231,76.88958
EF444719.1.1219,-51.819923,40.40445
EF444784.1.1201,-45.58054,45.409325
EF445148.1.1485,-32.026566,-56.427082
EF445156.1.1483,-32.4431,-24.9638
EF445161.1.1480,-59.899677,-13.412106
EF445180.1.1480,-56.486652,4.7806497
EF445207.1.1483,-38.078533,-61.65711
EF445253.1.1487,-2.922886,-7.079788
EF451053.1.1351,-27.52983,-13.369226
EF451593.1.1242,-8.967242,-71.75412
EF451616.1.1203,-30.978474,41.652256
EF451624.1.1246,-12.376902,-68.38913
EF468685.1.1392,0.9638445,85.64197
EF510888.1.1401,72.243576,48.47709
EF515201.1.1401,-5.285634,26.610344
EF515307.1.1402,73.05707,50.103428
EF515482.1.1408,-49.713993,8.469061
EF515507.1.1388,-55.54801,2.3614223
EF515580.1.1423,-22.611485,15.473011
EF519868.1.1382,-14.711631,-9.739774
EF529620.1.1456,-2.1891735,-21.275824
EF532763.1.1366,-18.93608,-65.800804
EF532786.1.1364,-16.618809,-68.46818
EF540444.1.1410,-51.402607,27.428541
EF551870.1.1205,-24.192423,37.481396
EF555484.1.1202,26.111593,9.813146
EF562251.1.1360,9.2692585,81.21015
EF593047.1.1530,68.16288,-10.959742
EF600577.1.1340,-40.702755,63.764046
EF602918.1.1440,-84.01234,21.550411
EF603126.1.1475,-77.02946,19.656258
EF603141.1.1487,-76.74048,22.987442
EF603145.1.1491,-76.90504,19.362356
EF603149.1.1480,-76.44958,18.515411
EF603169.1.1474,-71.41322,19.963856
EF603170.1.1478,-73.15446,20.1119
EF603177.1.1474,-69.00565,19.812206
EF603784.1.1474,-86.9031,16.856756
EF603835.1.1492,-88.56083,19.026018
EF603861.1.1491,-73.447105,8.757064
EF603968.1.1525,-68.49185,11.1262865
EF604546.1.1463,-85.535965,14.95413
EF604740.1.1488,-76.69356,17.232946
EF604814.1.1477,-81.45658,11.822394
EF614619.1.1270,-22.77782,64.702385
EF614698.1.1381,-21.507463,65.57962
EF614710.1.1331,24.145288,25.827564
EF614824.1.1287,-13.453275,2.260029
EF623833.1.1341,57.998215,16.179996
EF634000.1.1240,-36.465603,26.73678
EF640144.1.1497,-37.903145,0.92546475
EF653580.1.1349,-33.67628,38.159283
EF660755.1.1344,-52.773636,31.931362
EF680886.1.1412,16.087585,-4.5402985
EF682871.1.1477,-3.5484803,77.430466
EF687715.1.1462,-40.808163,57.988728
EF688166.1.1468,23.57101,59.499557
EF688179.1.1521,-67.16241,-25.363995
EF688243.1.1418,-35.079376,44.02369
EF694028.1.1463,-28.172182,35.908924
EF694029.1.1433,-27.873829,35.840366
EH792211.55.1273,-9.659284,3.4254818
ET632854.1.1312,-11.176985,61.771027
EU006345.1.1465,-79.86217,15.807758
EU006452.1.1477,70.01049,45.96408
EU006469.1.1450,-82.25089,20.113483
EU008088.1.1549,-41.516468,64.98351
EU009759.1.1452,-40.652065,-18.157785
EU009763.1.1453,-57.380753,-18.350052
EU009770.1.1399,-33.405422,-57.544945
EU009777.1.1453,-22.034777,30.930632
EU009785.1.1438,35.118263,8.0396595
EU009791.1.1480,-57.9741,12.245941
EU009798.1.1491,-52.03048,22.079472
EU009801.1.1452,36.78046,-18.576298
EU009803.1.2917,17.064333,4.4065976
EU009811.1.1454,-56.091244,-2.9058409
EU009826.1.1452,-57.47521,-2.8204513
EU009831.1.1457,-38.747143,-29.102915
EU009838.1.1453,-22.28789,30.20575
EU009849.1.1430,-8.719267,-15.990941
EU009861.1.1454,-70.64659,-17.664799
EU024131.1.1317,-50.950603,24.462387
EU024142.1.1316,-43.41229,34.024822
EU024144.1.1316,-53.790184,43.392708
EU024145.1.1318,3.8431811,48.719658
EU024159.1.1315,25.676888,63.486652
EU024163.1.1315,-42.499325,44.480934
EU024165.1.1315,-42.935787,44.873425
EU071474.1.1501,63.735756,-5.3852468
EU086794.1.1453,-5.768621,92.031906
EU086805.1.1452,-31.66363,44.68689
EU126661.1.1453,2.0146034,44.82555
EU127549.1.1287,23.500074,50.96017
EU134656.1.1298,-9.335624,13.248976
EU134728.1.1250,-41.26708,63.27385
EU135534.1.1369,-41.239883,63.72437
EU135774.1.1207,-43.274326,50.809204
EU136680.1.2019,79.43233,3.1372082
EU136682.1.1435,58.059097,-52.847275
EU136685.1.2023,55.77705,-55.1099
EU136686.1.1972,9.72216,8.82033
EU136687.1.1985,36.42778,8.084458
EU136693.1.2184,20.763603,56.128685
EU136694.1.1968,-73.511444,28.290955
EU136696.1.1944,41.740356,21.834015
EU136697.1.2002,51.55023,38.612957
EU156757.1.1329,-51.587723,25.15031
EU156758.1.1329,-10.243598,46.128613
EU156766.1.1269,-11.200568,48.094345
EU156772.1.1329,-15.578755,33.56569
EU157187.1.1537,-5.3045006,7.139411
EU160498.1.1349,1.8749136,43.514168
EU160520.1.1341,10.004768,77.44612
EU160559.1.1318,-8.960024,84.55284
EU160560.1.1339,7.439139,85.27297
EU160577.1.1325,-48.33783,47.636658
EU162044.1.1448,-35.738964,45.305782
EU196769.1.1200,-27.699741,39.674862
EU196771.1.1211,-33.51122,27.574457
EU196773.1.1218,-44.107044,33.77235
EU196777.1.1200,-30.825964,41.249153
EU201884.1.1313,-69.32596,-23.586924
EU214627.1.1520,-36.33171,42.266056
EU219943.1.1323,17.016617,-5.229874
EU234106.1.1525,13.489289,-43.442253
EU234126.1.1523,-1.4598325,-50.810715
EU234140.1.1532,-3.3443065,-29.914604
EU234220.1.1534,13.595289,-43.531143
EU239106.1.1241,-8.212707,16.227728
EU239123.1.1223,-41.308163,51.298542
EU239133.1.1233,-26.963072,44.793324
EU239148.1.1244,1.8138694,7.626526
EU239172.1.1238,18.181805,34.71269
EU239207.1.1229,-54.575264,30.837091
EU240202.1.1337,-18.848158,39.73929
EU240400.1.1331,-51.63719,41.394184
EU240960.1.1444,20.852505,54.10944
EU283553.1.1341,-9.209802,-72.94715
EU289064.1.1420,0.28365892,78.4031
EU294414.1.1452,-3.431637,26.7193
EU306606.1.1270,73.278114,50.552544
EU309492.1.1445,-54.140938,16.792915
EU335286.1.1452,-41.30029,63.6157
EU341292.1.1459,-47.566345,27.507523
EU344175.1.1400,26.871511,59.33586
EU350220.1.1440,-13.058089,45.10545
EU358682.1.1483,56.59304,23.946815
EU358684.1.1488,-32.320816,83.697205
EU358694.1.1503,2.4644709,-14.390555
EU358721.1.1498,69.867584,44.268353
EU358724.1.1489,-53.766144,2.4342506
EU370418.1.1477,-32.40763,83.73204
EU374911.1.1212,-23.658451,62.942356
EU374924.1.1207,-42.86803,57.657238
EU377663.1.1474,-1.9641961,-24.118847
EU379245.1.1249,-29.43824,45.053036
EU379256.1.1267,-46.235836,58.756268
EU379280.1.1375,-40.659546,55.357723
EU379302.1.1334,-43.465847,52.312687
EU381705.1.1402,-45.621803,-64.07407
EU381733.1.1415,-36.826675,-66.00921
EU381744.1.1416,-48.45467,-56.339073
EU381953.1.1485,-33.324734,-15.174497
EU381963.1.1486,-33.671986,-54.87239
EU410376.1.1482,-42.027637,-1.7501894
EU413658.1.1232,-37.2985,80.8244
EU414673.1.1489,8.007508,82.163864
EU420062.1.1385,-42.332733,55.22853
EU420928.1.1346,72.21323,48.62829
EU427463.1.1403,-0.18678719,79.687485
EU432550.1.1378,-42.44408,26.653646
EU434431.1.1200,1.0358115,61.679577
EU445110.1.1200,19.09227,-7.981596
EU450954.1.1295,-79.19571,11.646766
EU450995.1.1402,-72.03641,17.765316
EU451012.1.1389,-84.174484,18.125292
EU451170.1.1366,-87.915054,20.443129
EU451276.1.1207,-13.151374,-58.70216
EU451487.1.1331,-47.248295,-6.654093
EU451621.1.1347,-81.08501,18.67388
EU451741.1.1258,-69.07719,17.735432
EU451848.1.1201,-11.078818,-10.120016
EU452012.1.1292,-83.36311,18.87506
EU452122.1.1390,-82.5977,16.42062
EU452190.1.1401,-37.257355,-63.94991
EU452256.1.1261,-81.76247,12.287728
EU452440.1.1393,-85.655495,19.187092
EU452486.1.1403,-69.1616,13.981787
EU452504.1.1390,-84.53978,18.78179
EU452580.1.1352,-73.20593,9.112779
EU452597.1.1402,-67.28188,-18.294754
EU452601.1.1301,-86.52386,14.841573
EU452604.1.1275,-81.81492,14.797725
EU452680.1.1209,-14.864013,-0.20224704
EU452719.1.1279,-77.311066,23.621315
EU452769.1.1248,-81.90696,13.867004
EU452781.1.1278,-82.19958,16.360558
EU452985.1.1400,-82.61359,9.1805935
EU453006.1.1394,-83.73143,17.118471
EU453024.1.1399,-8.08328,-73.20903
EU453039.1.1410,-64.505585,17.78944
EU453073.1.1249,-14.14679,-28.538464
EU453112.1.1231,-81.936714,15.864487
EU453155.1.1400,-84.72827,17.386
EU453375.1.1287,-82.71898,11.389356
EU453376.1.1380,-62.88596,-12.479196
EU453428.1.1313,-80.2048,17.641167
EU453564.1.1398,-85.90846,18.911993
EU453633.1.1382,-16.69228,-68.40015
EU453724.1.1301,-80.19828,18.1804
EU453731.1.1260,-82.269516,11.717068
EU453733.1.1411,-72.5594,22.257
EU453760.1.1384,-73.648544,21.297308
EU453789.1.1374,26.704214,61.42817
EU453790.1.1311,-69.73017,21.552889
EU453884.1.1408,-69.233574,15.607755
EU454128.1.1407,-70.87124,17.718983
EU454215.1.1286,-12.772096,-10.733443
EU454225.1.1307,-79.48505,8.699259
EU454470.1.1298,-76.913216,22.718117
EU454483.1.1373,-86.04969,17.371223
EU454549.1.1245,-86.46321,17.480574
EU454563.1.1385,-83.26544,15.7702675
EU454585.1.1289,-84.24506,19.018353
EU454587.1.1290,-13.343062,-66.86244
EU454658.1.1409,-73.73706,22.843748
EU454797.1.1380,-78.54016,21.905521
EU454836.1.1379,-41.740345,-19.005348
EU454870.1.1241,-12.791188,0.031843953
EU454948.1.1332,-76.720795,22.649403
EU454973.1.1355,-82.18157,19.580578
EU455022.1.1245,-16.566418,32.621197
EU455109.1.1381,-83.25124,18.52149
EU455128.1.1364,-82.28116,19.967487
EU455199.1.1210,-12.415666,18.86682
EU455269.1.1374,-80.24264,17.9914
EU455294.1.1393,-0.9998009,-13.14019
EU455341.1.1409,-77.78637,23.065002
EU455345.1.1374,-78.61156,13.653301
EU455411.1.1283,-77.6655,18.934998
EU455451.1.1239,-63.918316,18.469706
EU455497.1.1298,-87.205154,13.825794
EU455514.1.1230,-76.33109,21.290085
EU455845.1.1241,-86.787796,12.972625
EU455898.1.1410,-82.62061,15.020561
EU455984.1.1410,-76.32121,23.161781
EU456087.1.1310,-74.885,21.363565
EU456135.1.1389,-85.05178,14.606234
EU456141.1.1290,23.632582,52.64734
EU456267.1.1372,-84.223755,10.167212
EU456393.1.1281,-9.879433,-58.367275
