0,t-SNE1,t-SNE2
DQ804246.1.1386,22.504042,57.67931
DQ804268.1.1393,12.075141,-8.0020895
DQ804295.1.1391,16.094688,-64.593544
DQ804306.1.1390,-12.336187,-44.75348
DQ804317.1.1390,18.674292,-25.068644
DQ804326.1.1231,-11.046423,-20.343864
DQ804334.1.1353,-12.484132,-44.834194
DQ804341.1.1391,-10.627487,-44.02735
DQ804362.1.1389,-6.8744106,-80.15861
DQ804396.1.1346,-2.9736524,-51.55101
DQ804406.1.1369,-71.12052,33.53448
DQ804453.1.1250,-23.417587,10.292901
DQ804468.1.1398,-9.388777,-19.849434
DQ804504.1.1389,-13.602474,-18.947422
DQ804512.1.1375,-71.08138,13.147966
DQ804518.1.1379,1.0781664,-98.07679
DQ804522.1.1393,-56.82513,10.512107
DQ804524.1.1392,-3.3776221,-42.177498
DQ804542.1.1389,-25.7316,-74.65086
DQ804579.1.1389,-8.845861,-51.98804
DQ804581.1.1390,-74.3558,16.239437
DQ804598.1.1390,1.2048982,-101.47154
DQ804610.1.1387,-67.75931,-1.38954
DQ804612.1.1380,31.15924,-64.249756
DQ804672.1.1389,-7.982321,-52.297737
DQ804704.1.1379,37.236958,33.842915
DQ804738.1.1387,15.738445,-39.38584
DQ804752.1.1383,70.84109,-43.39682
DQ804760.1.1380,-3.7026165,97.078804
DQ804770.1.1374,45.50333,47.897984
DQ804773.1.1389,24.423307,56.607674
DQ804777.1.1389,20.915194,-49.50433
DQ804789.1.1388,79.93346,-2.0703452
DQ804799.1.1309,10.175334,-10.809481
DQ804810.1.1224,-31.754911,53.463894
DQ804811.1.1393,0.0654331,-103.79346
DQ804817.1.1382,20.728136,33.073944
DQ804823.1.1392,-8.567864,-50.994747
DQ804825.1.1403,89.319305,14.303882
DQ804834.1.1384,-10.732173,-51.064697
DQ804835.1.1290,2.002631,-10.397296
DQ804859.1.1407,43.639057,-62.543156
DQ804868.1.1392,-11.328373,-44.321396
DQ804879.1.1392,16.337444,-64.4852
DQ804890.1.1390,-4.588726,-41.61492
DQ804892.1.1389,20.488306,33.202717
DQ804893.1.1383,-12.072762,-44.638367
DQ804905.1.1307,-43.315697,45.66715
DQ804907.1.1274,-99.66494,-32.234367
DQ804909.1.1390,74.537865,-1.4790324
DQ804910.1.1397,-23.773172,10.516479
DQ804915.1.1394,42.287792,-23.888512
DQ804927.1.1274,18.36057,-24.581198
DQ804930.1.1388,-10.481254,-51.10392
DQ804936.1.1209,21.585917,27.572773
DQ804942.1.1385,-26.629326,13.016124
DQ804946.1.1298,70.08488,-44.48819
DQ804949.1.1389,-4.309686,-41.724365
DQ804952.1.1389,-12.991583,-45.23331
DQ804953.1.1387,16.071121,-64.60647
DQ804960.1.1387,110.113754,-0.6577032
DQ804964.1.1287,-8.587624,-52.079857
DQ804967.1.1393,-11.035778,-44.190166
DQ804977.1.1388,78.79376,-3.6082885
DQ804982.1.1277,-68.0406,58.305325
DQ804985.1.1369,-12.783787,-45.041412
DQ805006.1.1390,67.38306,-36.520317
DQ805015.1.1370,-44.65999,45.567337
DQ805025.1.1372,-70.479355,33.406193
DQ805036.1.1385,33.656116,-54.621273
DQ805053.1.1235,-7.106296,-86.36383
DQ805062.1.1389,-8.651457,-81.84869
DQ805067.1.1391,-6.667993,-51.777016
DQ805079.1.1378,65.45005,-36.97112
DQ805085.1.1393,64.6176,-35.385906
DQ805089.1.1256,11.668532,-39.3402
DQ805092.1.1398,6.144065,-58.49891
DQ805102.1.1370,-43.395565,45.682877
DQ805103.1.1354,-28.933142,-75.79477
DQ805106.1.1370,48.97317,18.115644
DQ805115.1.1393,-24.403719,11.374645
DQ805124.1.1371,45.63997,87.74323
DQ805131.1.1353,-37.5421,-100.22301
DQ805141.1.1383,-40.74444,-5.089513
DQ805151.1.1265,-95.352776,-18.20044
DQ805157.1.1364,0.7945046,-96.676346
DQ805167.1.1292,16.111307,-64.57083
DQ805179.1.1389,21.03841,32.820724
DQ805190.1.1375,-95.40448,-18.223558
DQ805202.1.1391,10.297078,44.435165
DQ805217.1.1378,-2.8299294,-51.121014
DQ805223.1.1378,21.335546,50.653656
DQ805224.1.1388,-15.681965,46.571793
DQ805226.1.1312,44.722443,-22.91975
DQ805228.1.1399,74.29236,-13.975958
DQ805245.1.1392,-9.953602,-51.45488
DQ805248.1.1377,36.65339,31.48422
DQ805250.1.1355,21.865068,34.100388
DQ805252.1.1214,-17.55341,43.50299
DQ805255.1.1392,77.0329,-3.4656603
DQ805262.1.1389,15.442912,-36.2484
DQ805269.1.1394,20.429754,-49.949154
DQ805274.1.1359,-18.653154,-75.91767
DQ805279.1.1389,-8.990754,-51.917683
DQ805282.1.1289,53.17046,-33.30631
DQ805286.1.1373,-37.142258,-97.21905
DQ805288.1.1390,78.48627,-3.7348762
DQ805289.1.1371,-24.757889,11.601891
DQ805292.1.1379,22.667404,50.82756
DQ805304.1.1387,16.791634,-38.943993
DQ805311.1.1385,-16.124771,-76.96276
DQ805321.1.1376,36.018764,28.580753
DQ805347.1.1394,42.770523,-22.599253
DQ805352.1.1388,68.761314,73.92968
DQ805355.1.1392,65.00656,-38.212982
DQ805360.1.1389,31.050783,-64.378525
DQ805387.1.1389,-30.270517,-77.4323
DQ805401.1.1398,69.852455,-41.158627
DQ805413.1.1401,-67.51193,58.08305
DQ805420.1.1407,-58.235672,44.196575
DQ805422.1.1369,-98.067856,-30.784155
DQ805440.1.1391,78.85142,13.104087
DQ805444.1.1343,-43.50093,45.6644
DQ805446.1.1386,33.254974,-55.96651
DQ805451.1.1283,-37.127922,-97.10341
DQ805455.1.1387,-13.0845995,79.0805
DQ805466.1.1382,68.73083,73.95931
DQ805471.1.1391,-6.3412194,-30.297503
DQ805478.1.1403,-72.522995,59.916836
DQ805481.1.1353,-43.71026,45.670776
DQ805487.1.1390,-21.592302,-82.139275
DQ805491.1.1388,-7.755125,68.62665
DQ805525.1.1380,66.30944,-42.82513
DQ805538.1.1391,68.32323,74.72847
DQ805551.1.1393,-59.942425,24.26304
DQ805581.1.1367,-38.0466,-92.74126
DQ805593.1.1293,-2.758292,115.53209
DQ805601.1.1393,-3.1832623,72.89229
DQ805602.1.1380,37.27155,33.949226
DQ805609.1.1387,66.55956,-41.751923
DQ805615.1.1392,69.895775,72.94256
DQ805617.1.1358,-23.830091,-21.634916
DQ805634.1.1397,2.8272953,-71.08118
DQ805636.1.1390,59.96526,-14.30851
DQ805638.1.1394,-59.923393,24.303904
DQ805648.1.1376,-15.943346,-18.016495
DQ805650.1.1385,67.7824,-37.961292
DQ805670.1.1391,75.1499,-1.6015861
DQ805698.1.1388,86.92719,9.807793
DQ805705.1.1285,-98.2124,-30.812464
DQ805710.1.1400,4.186223,-73.709305
DQ805726.1.1392,-7.6285543,-30.778605
DQ805740.1.1398,3.0541496,-69.37573
DQ805750.1.1312,-28.179825,-75.3932
DQ805751.1.1346,32.882942,1.2164984
DQ805753.1.1384,-18.024513,-76.22071
DQ805756.1.1378,-76.23376,17.935038
DQ805758.1.1389,14.558129,-6.9323735
DQ805763.1.1389,66.68991,-41.014236
DQ805765.1.1396,-57.348125,14.913276
DQ805771.1.1372,41.950226,94.78689
DQ805773.1.1385,73.452255,-14.599793
DQ805774.1.1388,20.964787,32.913433
DQ805775.1.1378,-3.385538,96.477844
DQ805782.1.1396,18.94932,107.33259
DQ805783.1.1359,-3.6272204,115.5128
DQ805784.1.1367,51.481564,-8.61769
DQ805788.1.1264,-21.441202,-56.75905
DQ805799.1.1381,-31.234377,-32.53176
DQ805809.1.1384,88.88935,12.236006
DQ805824.1.1398,9.887984,-52.76434
DQ805826.1.1403,64.22123,40.042107
DQ805830.1.1288,46.088295,-21.669489
DQ805832.1.1399,-72.47911,60.063602
DQ805835.1.1380,52.0859,-8.301823
DQ805851.1.1310,-72.49853,59.91995
DQ805852.1.1394,2.0870209,-10.094143
DQ805853.1.1381,-100.153984,-32.76151
DQ805856.1.1389,21.797348,32.22796
DQ805861.1.1300,6.3600373,52.40405
DQ805863.1.1397,-15.974595,-77.10556
DQ805867.1.1365,-77.87491,29.304916
DQ805870.1.1355,51.116528,10.965547
DQ805872.1.1285,44.19346,32.24031
DQ805879.1.1399,3.4277408,-63.712215
DQ805887.1.1397,-100.03299,-8.813116
DQ805890.1.1313,46.195477,46.494625
DQ805894.1.1271,14.294883,-6.962589
DQ805895.1.1279,-3.5508456,96.7407
DQ805897.1.1389,82.09926,9.1429205
DQ805901.1.1377,56.51916,-13.123483
DQ805904.1.1285,-6.5987806,-30.401093
DQ805910.1.1388,-100.00877,37.468918
DQ805911.1.1309,28.89089,-42.289085
DQ805919.1.1397,-27.411575,-55.178223
DQ805931.1.1393,5.070779,-75.562294
DQ805937.1.1403,-27.88405,-28.960306
DQ805960.1.1293,-55.821278,28.030874
DQ805965.1.1291,-71.60732,13.491222
DQ805987.1.1392,-66.006454,11.342814
DQ806006.1.1388,7.0802393,28.79639
DQ806009.1.1283,-92.63901,-20.946579
DQ806030.1.1388,14.840553,-38.061844
DQ806050.1.1392,16.679007,-16.52932
DQ806055.1.1287,-73.11519,15.09352
DQ806058.1.1387,20.640715,33.07231
DQ806059.1.1392,68.26087,74.73165
DQ806062.1.1388,-24.505098,-74.527245
DQ806064.1.1391,-66.00871,11.338637
DQ806077.1.1402,-16.394457,-31.425852
DQ806101.1.1291,45.82251,89.233315
DQ806102.1.1299,2.7548509,-102.21364
DQ806118.1.1388,65.23913,-39.71354
DQ806124.1.1391,70.456924,-42.391094
DQ806128.1.1290,20.836378,58.742485
DQ806136.1.1384,-41.607964,-4.0206604
DQ806139.1.1390,15.35431,-38.86845
DQ806143.1.1300,-24.279638,-19.495684
DQ806149.1.1351,-71.686104,30.522528
DQ806156.1.1393,-2.0084472,42.469536
DQ806167.1.1353,-20.16206,72.17246
DQ806181.1.1394,-63.366932,-14.139605
DQ806188.1.1289,7.422932,51.034847
DQ806202.1.1388,-70.78347,12.822398
DQ806210.1.1390,-74.785515,16.652145
DQ806234.1.1361,50.079826,8.0559225
DQ806238.1.1362,80.66602,-2.0115514
DQ806246.1.1386,44.42152,45.908558
DQ806262.1.1394,-28.91425,-75.63896
DQ806278.1.1302,11.850015,-9.524012
DQ806281.1.1390,-3.1033318,73.79637
DQ806288.1.1367,-76.09744,17.827625
DQ806328.1.1353,-44.311886,45.647278
DQ806351.1.1379,45.872044,-22.207476
DQ806359.1.1216,17.035023,-16.60473
DQ806363.1.1271,44.21543,53.657837
DQ806366.1.1405,2.1975405,-9.600488
DQ806377.1.1407,-20.481665,70.6931
DQ806395.1.1243,43.148403,94.73305
DQ806398.1.1406,54.097355,-7.5184593
DQ806411.1.1406,-60.16582,23.977661
DQ806422.1.1403,-16.976208,49.87314
DQ806426.1.1356,19.476292,-51.32741
DQ806429.1.1382,-9.30164,-84.39593
DQ806436.1.1356,-18.219772,-102.49843
DQ806454.1.1279,-44.52826,45.646145
DQ806465.1.1279,-42.70372,45.705868
DQ806467.1.1386,36.64805,31.818438
DQ806478.1.1389,66.73048,-40.75911
DQ806481.1.1411,-32.04155,53.951893
DQ806484.1.1401,82.480736,9.309342
DQ806489.1.1391,70.13023,-41.440998
DQ806490.1.1377,37.432755,34.367294
DQ806506.1.1388,20.82948,33.00181
DQ806516.1.1380,6.904761,29.18566
DQ806519.1.1402,-21.921467,-40.843616
DQ806540.1.1201,-72.847435,62.777275
DQ806570.1.1385,48.892834,18.334772
DQ806573.1.1391,3.2999141,56.537266
DQ806577.1.1393,-16.881174,49.730385
DQ806586.1.1388,66.80324,-40.47587
DQ806588.1.1403,-46.356968,5.7318926
DQ806613.1.1395,-99.85994,-32.446186
DQ806634.1.1377,13.795974,-7.1075397
DQ806636.1.1307,-72.80368,62.406517
DQ806641.1.1394,22.9511,57.369953
DQ806642.1.1390,3.463301,-42.678074
DQ806650.1.1387,66.83869,-37.46316
DQ806656.1.1403,53.393917,-7.690808
DQ806658.1.1388,-8.08747,-52.28553
DQ806665.1.1371,7.369267,28.407305
DQ806670.1.1392,11.739197,45.654488
DQ806677.1.1395,-95.24832,-18.140547
DQ806680.1.1398,-72.562225,60.299118
DQ806696.1.1384,70.845695,-43.626614
DQ806700.1.1391,-7.3516526,-30.700104
DQ806710.1.1393,9.732762,40.87703
DQ806715.1.1390,-6.282787,-52.183285
DQ806716.1.1396,42.733006,94.78004
DQ806737.1.1376,9.667831,-11.306056
DQ806745.1.1376,6.399241,30.709558
DQ806746.1.1381,-9.497068,-30.997252
DQ806762.1.1390,22.981298,23.466087
DQ806767.1.1299,31.70067,-33.904327
DQ806769.1.1405,-46.316425,-72.07973
DQ806772.1.1391,42.98067,-21.674032
DQ806781.1.1375,8.668037,32.14833
DQ806792.1.1393,65.59293,-38.768044
DQ806797.1.1378,-10.787486,-51.089684
DQ806819.1.1387,-21.60093,-74.92062
DQ806834.1.1287,11.326738,46.18366
DQ806858.1.1291,7.056696,28.84906
DQ806864.1.1204,51.121826,10.957208
DQ806868.1.1344,52.01938,4.8965325
DQ806876.1.1267,4.9008465,-41.928204
DQ806877.1.1290,-22.040619,-56.624893
DQ806887.1.1396,6.081146,-11.589966
DQ806891.1.1365,11.976047,104.66248
DQ806914.1.1278,51.092304,11.10422
DQ806920.1.1367,108.55791,7.127288
DQ806926.1.1328,1.9444681,-10.534068
DQ806927.1.1283,8.686115,-11.581197
DQ806930.1.1364,36.66423,32.05123
DQ806960.1.1392,-98.12273,-8.217533
DQ806965.1.1388,-74.13322,16.051037
DQ806969.1.1377,19.573723,-71.785515
DQ806970.1.1339,-44.42086,45.646763
DQ806976.1.1324,0.9691784,-97.540855
DQ806978.1.1284,-63.465134,-1.1340199
DQ806982.1.1392,0.6467616,-95.9685
DQ806984.1.1316,-22.361523,-83.330765
DQ806995.1.1294,11.487933,45.39339
DQ807002.1.1390,3.354066,-42.73002
DQ807005.1.1366,-61.293583,76.78834
DQ807018.1.1282,8.728758,-39.813026
DQ807030.1.1287,-5.773776,57.837738
DQ807031.1.1284,57.692707,-15.975132
DQ807042.1.1378,-41.44402,-5.709841
DQ807043.1.1391,-99.61717,-8.697953
DQ807047.1.1371,74.03771,-14.5989485
DQ807049.1.1401,-56.398167,-0.91806877
DQ807068.1.1375,8.205506,32.171967
DQ807074.1.1286,-17.238249,46.40825
DQ807107.1.1382,70.48564,-42.06968
DQ807120.1.1376,19.910814,-50.390186
DQ807131.1.1283,-28.369446,-75.505585
DQ807134.1.1280,-2.9095662,95.0827
DQ807151.1.1391,11.42204,-39.270123
DQ807167.1.1403,-32.373108,0.16437577
DQ807171.1.1388,-4.2653465,-39.497276
DQ807172.1.1364,-42.35299,45.741074
DQ807174.1.1390,-12.439563,-19.156315
DQ807175.1.1291,-72.423,14.458353
DQ807178.1.1389,20.816574,32.96607
DQ807183.1.1384,67.277145,-40.95073
DQ807186.1.1396,24.905104,20.062014
DQ807192.1.1349,-100.65548,-8.993887
DQ807193.1.1327,-18.217772,-102.49201
DQ807208.1.1281,71.2668,-14.683925
DQ807219.1.1385,-99.570984,-8.683252
DQ807222.1.1401,5.2267203,-75.88431
DQ807237.1.1378,-99.83245,-32.31593
DQ807243.1.1327,6.150939,-41.24785
DQ807252.1.1389,16.15733,-37.08061
DQ807261.1.1394,11.442477,42.960503
DQ807270.1.1369,-1.1644123,92.39242
DQ807279.1.1392,-3.7430177,-51.909992
DQ807290.1.1279,-17.63544,-100.437256
DQ807295.1.1342,-21.173714,-81.5168
DQ807299.1.1383,99.87416,22.990894
DQ807300.1.1383,16.367182,-38.853302
DQ807306.1.1393,-31.888628,-0.6162651
DQ807311.1.1399,-36.784943,-22.791204
DQ807312.1.1402,4.350695,-74.099
DQ807314.1.1383,67.39239,-36.615166
DQ807323.1.1387,-10.509507,-51.100254
DQ807327.1.1386,67.69539,-37.62168
DQ807335.1.1389,51.154564,5.950545
DQ807347.1.1394,-100.85421,-9.057886
DQ807348.1.1290,10.562058,-10.409326
DQ807349.1.1397,-32.95327,-64.00326
DQ807354.1.1390,-54.518913,11.356952
DQ807357.1.1390,66.37205,-41.42411
DQ807361.1.1392,2.2812798,-9.291084
DQ807362.1.1389,1.5989994,-100.15717
DQ807363.1.1388,19.365889,-69.62666
DQ807367.1.1388,20.219137,33.268684
DQ807369.1.1362,-0.10275628,-20.926344
DQ807370.1.1388,79.97169,-2.017781
DQ807371.1.1284,17.159557,-16.621328
DQ807374.1.1282,-37.128307,-97.13184
DQ807376.1.1287,16.679646,-38.88458
DQ807378.1.1393,-54.581196,11.598134
DQ807393.1.1301,-5.617262,45.345562
DQ807395.1.1362,40.321472,55.60842
DQ807396.1.1377,54.48167,-8.971059
DQ807417.1.1282,-52.464493,-12.392331
DQ807418.1.1395,-9.938872,-31.229815
DQ807421.1.1385,71.89048,-14.786684
DQ807423.1.1281,71.63434,-14.771167
DQ807424.1.1391,70.414215,-43.29699
DQ807426.1.1377,-17.202606,50.768955
DQ807427.1.1397,4.2936344,-73.974525
DQ807429.1.1397,2.9898782,-71.34707
DQ807435.1.1279,-3.231602,96.1146
DQ807441.1.1371,53.81644,-7.670482
DQ807447.1.1286,19.417814,-68.6149
DQ807453.1.1281,-37.143085,-97.23525
DQ807460.1.1388,79.76002,-2.037757
DQ807461.1.1398,-31.712883,-0.30884907
DQ807471.1.1265,-17.451794,-99.79282
DQ807480.1.1371,-46.71895,-16.260544
DQ807481.1.1290,45.615383,-22.2705
DQ807484.1.1399,-28.738586,-31.239058
DQ807487.1.1373,50.570213,13.858635
DQ807506.1.1286,110.120865,-0.6710499
DQ807515.1.1393,11.617629,45.54648
DQ807518.1.1287,66.2831,-41.855045
DQ807523.1.1284,-15.683962,-77.03285
DQ807527.1.1302,-95.81782,-18.319483
DQ807536.1.1395,-58.57341,-26.53562
DQ807540.1.1288,14.00712,-7.0290856
DQ807553.1.1280,45.82458,89.27673
DQ807567.1.1389,19.371065,-69.55246
DQ807585.1.1392,69.46212,-44.827663
DQ807591.1.1392,-58.57042,-26.535265
DQ807596.1.1240,-26.201347,12.682105
DQ807602.1.1389,-53.315372,30.241789
DQ807604.1.1288,13.904655,-7.0685086
DQ807607.1.1301,-31.628445,0.43199614
DQ807615.1.1286,66.18195,-42.232983
DQ807616.1.1359,3.0690246,-25.016964
DQ807621.1.1388,70.5759,-42.801064
DQ807637.1.1361,-37.538605,-100.217636
DQ807639.1.1371,-37.537865,-100.20938
DQ807647.1.1391,-11.239907,-44.282543
DQ807649.1.1285,10.436318,-10.717163
DQ807658.1.1289,-67.12816,37.108707
DQ807662.1.1402,-61.293056,76.400085
DQ807668.1.1393,54.3702,-29.401176
DQ807677.1.1388,31.216684,-60.24592
DQ807682.1.1377,36.081364,28.239513
DQ807684.1.1396,-100.023186,-32.626102
DQ807685.1.1249,20.165451,-50.253998
DQ807686.1.1383,45.70643,88.09288
DQ807693.1.1395,-0.70995045,41.507973
DQ807699.1.1337,-0.6805843,-92.14421
DQ807700.1.1387,69.805016,-40.617413
DQ807703.1.1279,-5.753948,57.83296
DQ807711.1.1286,-37.12969,-97.02563
DQ807718.1.1389,15.330389,-36.19733
DQ807742.1.1409,43.79906,-40.4789
DQ807754.1.1388,9.297284,-11.476272
DQ807767.1.1390,35.193874,0.17066176
DQ807768.1.1291,45.751343,-22.457859
DQ807770.1.1395,-56.78325,12.242522
DQ807792.1.1388,15.001211,-38.23994
DQ807794.1.1287,9.601583,-39.695244
DQ807821.1.1392,-72.0848,14.223609
DQ807835.1.1389,-25.395918,12.079007
DQ807849.1.1371,-37.541965,-100.21958
DQ807851.1.1394,65.30036,-38.391113
DQ807852.1.1390,22.040688,25.784975
DQ807867.1.1389,65.685875,-35.72685
DQ807871.1.1389,0.8719806,-103.08696
DQ807872.1.1367,-10.406972,-51.20534
DQ807880.1.1397,21.895876,34.07943
DQ807902.1.1281,-37.12894,-97.0723
DQ807907.1.1288,7.350886,51.131634
DQ807919.1.1390,-24.095264,-85.16232
DQ807925.1.1390,-75.854164,17.616297
DQ807928.1.1334,75.19498,-1.5811149
DQ807930.1.1386,6.187898,-41.24714
DQ807939.1.1419,42.449688,-43.99334
DQ807948.1.1306,-101.0178,-9.124224
DQ807955.1.1384,8.070224,-11.694881
DQ807959.1.1392,11.804494,-8.2277565
DQ807963.1.1385,14.522868,-38.679802
DQ807979.1.1206,-99.40017,-8.615856
DQ807987.1.1396,11.655729,-8.307527
DQ808008.1.1406,-3.1281743,115.52408
DQ808021.1.1420,42.439526,-44.012356
DQ808063.1.1392,16.272425,-38.949444
DQ808071.1.1266,43.90955,-40.145237
DQ808072.1.1377,-0.64100564,-92.19363
DQ808080.1.1375,17.023249,-16.602276
DQ808083.1.1392,-67.853584,12.009765
DQ808096.1.1264,70.57104,-42.039772
DQ808101.1.1302,-0.3368346,41.176903
DQ808102.1.1318,-82.86684,3.3876648
DQ808118.1.1259,79.78005,-2.0867267
DQ808121.1.1391,13.682952,-38.271015
DQ808123.1.1242,-55.719826,-0.8104987
DQ808156.1.1384,-37.128746,-97.050575
DQ808167.1.1377,13.974751,-7.038528
DQ808173.1.1266,8.964952,-39.806217
DQ808176.1.1389,-20.627735,-74.6983
DQ808199.1.1391,15.061943,-39.07483
DQ808212.1.1390,-21.162657,-75.14385
DQ808216.1.1393,1.1217883,-102.14741
DQ808223.1.1387,19.34829,-69.58957
DQ808226.1.1391,-0.66848785,-92.163376
DQ808228.1.1389,-6.7028913,-52.06717
DQ808233.1.1390,-0.9379716,-91.75804
DQ808236.1.1389,-75.56917,17.361237
DQ808242.1.1389,-75.53721,17.326874
DQ808243.1.1400,78.27531,-3.8348725
DQ808255.1.1393,12.799976,-36.853107
DQ808263.1.1392,-28.907503,-75.78894
DQ808267.1.1288,-20.230068,-80.378494
DQ808271.1.1379,44.346252,-23.458162
DQ808272.1.1386,31.072412,-63.674427
DQ808284.1.1377,52.763603,4.530119
DQ808288.1.1299,-14.6940975,-18.520947
DQ808292.1.1356,13.680514,-38.057823
DQ808296.1.1387,-65.96347,-12.128183
DQ808302.1.1387,-74.46268,16.34647
DQ808308.1.1385,43.166706,87.482124
DQ808315.1.1390,11.969127,-39.125984
DQ808318.1.1353,2.140605,-9.850373
DQ808321.1.1391,-7.7637553,-86.35414
DQ808333.1.1386,50.3805,8.035397
DQ808334.1.1374,8.450948,32.151276
DQ808335.1.1392,-19.778948,-75.395546
DQ808339.1.1404,-42.710945,45.690067
DQ808345.1.1395,-0.7490031,-92.04088
DQ808348.1.1391,-21.858278,-82.59856
DQ808376.1.1389,-7.612389,-86.345474
DQ808389.1.1390,-0.81613183,-91.94613
DQ808393.1.1389,2.2020814,-9.581888
DQ808394.1.1404,-40.164165,-27.066038
DQ808401.1.1389,-75.48149,17.287405
DQ808411.1.1392,-24.38211,11.363495
DQ808426.1.1390,-74.07651,15.9900255
DQ808441.1.1393,6.450584,-11.685733
DQ808462.1.1241,-75.421715,17.228798
DQ808480.1.1376,-34.1657,-15.741988
DQ808496.1.1388,81.79474,15.443076
DQ808501.1.1392,-20.925467,-75.088135
DQ808503.1.1399,53.617012,39.2624
DQ808505.1.1282,100.27342,23.22094
DQ808514.1.1304,-58.56416,-26.53442
DQ808516.1.1400,5.3069105,-76.04234
DQ808519.1.1354,46.466434,20.395805
DQ808523.1.1301,-33.088043,-1.166891
DQ808530.1.1288,46.076733,-21.783857
DQ808544.1.1378,37.580963,34.709385
DQ808545.1.1376,65.33319,-36.476162
DQ808550.1.1380,44.19519,32.207405
DQ808555.1.1383,43.697094,53.543743
DQ808558.1.1369,-97.74537,-30.403389
DQ808563.1.1384,56.04609,-12.351565
DQ808568.1.1374,49.573875,16.628328
DQ808570.1.1289,12.122859,-39.402588
DQ808573.1.1292,-63.593502,-13.8784275
DQ808580.1.1389,51.99857,4.9906616
DQ808581.1.1374,-30.206795,-10.589406
DQ808587.1.1286,50.996292,6.989778
DQ808590.1.1388,3.4669175,-42.676426
DQ808594.1.1283,44.4597,45.933235
DQ808599.1.1393,-31.298592,-32.549313
DQ808600.1.1394,-25.544155,-74.847206
DQ808601.1.1285,99.34388,22.697351
DQ808602.1.1374,32.371117,70.00714
DQ808603.1.1392,-58.631298,-26.543186
DQ808607.1.1398,42.385563,-79.58
DQ808611.1.1386,27.986618,85.439186
DQ808618.1.1395,9.676717,-53.043163
DQ808621.1.1358,-75.32259,17.140316
DQ808626.1.1287,0.8229326,-96.82755
DQ808635.1.1283,-61.63274,-10.653916
DQ808637.1.1402,-61.59911,76.63869
DQ808639.1.1388,-4.4506645,-41.6729
DQ808652.1.1281,67.24992,-41.36504
DQ808654.1.1372,44.326645,53.691013
DQ808659.1.1280,-18.268354,-102.67379
DQ808660.1.1386,70.47659,-42.12885
DQ808671.1.1388,-100.84516,-9.054018
DQ808673.1.1380,50.612526,13.680408
DQ808675.1.1377,36.855396,32.690224
DQ808680.1.1386,52.60481,6.047019
DQ808681.1.1381,-27.616547,65.815186
DQ808682.1.1283,44.195732,32.19719
DQ808685.1.1375,-21.86721,-5.6002502
DQ808693.1.1388,28.451632,85.650826
DQ808695.1.1387,76.887314,-3.5965068
DQ808696.1.1390,-94.95216,-5.725767
DQ808697.1.1361,-98.94208,35.344738
DQ808700.1.1368,-17.604406,-100.3276
DQ808703.1.1392,4.550967,-42.12024
DQ808706.1.1297,18.035013,55.49161
DQ808716.1.1398,3.7042232,-72.05042
DQ808722.1.1378,51.342655,10.438977
DQ808730.1.1371,-41.053947,-4.7121553
DQ808737.1.1402,-28.076252,2.4871233
DQ808740.1.1309,31.148869,-39.337162
DQ808753.1.1287,13.770944,-7.121262
DQ808754.1.1287,-9.334251,-51.35728
DQ808768.1.1378,6.5228167,30.309319
DQ808770.1.1394,11.12444,45.823376
DQ808788.1.1370,44.87604,26.827404
DQ808798.1.1392,9.620108,40.77316
DQ808802.1.1389,52.4572,5.0680943
DQ808806.1.1393,-24.201654,11.260265
DQ808807.1.1389,-16.963434,50.021248
DQ808814.1.1389,74.57074,-13.700626
DQ808816.1.1370,44.296555,53.677067
DQ808818.1.1397,12.665474,104.98535
DQ808822.1.1388,8.395243,-40.11839
DQ808825.1.1421,-90.00909,7.3708324
DQ808826.1.1370,-17.963715,53.131382
DQ808846.1.1389,6.168162,31.225203
DQ808850.1.1283,51.133312,10.922951
DQ808859.1.1280,45.75618,88.50462
DQ808862.1.1392,10.397902,42.02048
DQ808864.1.1296,72.30191,-14.355298
DQ808866.1.1286,-74.96837,16.81565
DQ808867.1.1370,-0.5569677,88.650314
DQ808873.1.1403,-32.26008,-64.40907
DQ808891.1.1387,73.93776,-14.634497
DQ808894.1.1284,-71.89539,-60.48313
DQ808895.1.1280,100.69996,23.46558
DQ808899.1.1291,-34.10621,97.222115
DQ808901.1.1290,52.096985,-8.466352
DQ808913.1.1397,-27.509733,65.88573
DQ808917.1.1288,29.608997,68.13605
DQ808918.1.1284,0.08823264,86.119
DQ808920.1.1390,75.14822,-1.599669
DQ808927.1.1293,-100.000404,37.448093
DQ808930.1.1287,50.753895,-9.069508
DQ808936.1.1393,-22.47551,67.644775
DQ808941.1.1283,74.055885,-14.530359
DQ808942.1.1388,27.691544,85.25791
DQ808945.1.1374,-7.547087,58.280594
DQ808951.1.1401,-5.7249856,-12.0729265
DQ808958.1.1365,-39.75335,-90.79723
DQ808964.1.1389,-56.84173,10.225629
DQ808965.1.1273,41.94869,-24.775002
DQ808993.1.1300,53.54738,-33.099663
DQ808995.1.1373,51.344967,6.8536067
DQ808998.1.1391,-46.368034,10.939956
DQ809012.1.1373,44.067436,-23.09806
DQ809014.1.1285,44.19565,32.196384
DQ809019.1.1396,-28.788364,-75.70999
DQ809020.1.1299,14.465263,-6.9447193
DQ809022.1.1286,-4.144872,-39.285236
DQ809023.1.1214,36.615833,28.217804
DQ809024.1.1374,51.15391,10.86681
