OTU,prevalence,mean_abc
EF100005.1.1387,0.001104288638202675,1.6013910110719721e-06
EF108443.1.1344,0.00425531914893617,1.2843271315190624e-05
EF111062.1.1228,0.021638345470988623,0.00026901758867538744
EF111064.1.1259,0.0034509019943833596,1.6204601429265592e-06
EF111152.1.1274,0.0005521443191013375,6.480152705079921e-07
EF111178.1.1280,0.0011709267456804227,2.9085193839924557e-06
EF111210.1.1218,0.0021181398448284067,2.0099316905744338e-05
EF120375.1.1550,0.0008329763434718454,3.3767552983256554e-05
EF157204.1.1276,0.0005235851301823028,4.2641634071402986e-07
EF157293.1.1212,0.0005854633728402113,1.0940172134373934e-05
EF174282.1.1369,0.0005521443191013375,7.385658979167314e-07
EF174498.1.1332,0.0014803179589699652,5.59788036899727e-06
EF185167.1.1497,0.001594554714646104,7.50787148098737e-06
EF187228.1.1400,0.0014612784996906089,6.5012035821531226e-06
EF187238.1.1370,0.005607120757770479,3.4719953739889335e-05
EF203956.1.1258,0.0005093055357227855,1.1276775160487844e-05
EF207716.1.1268,0.0016945118758627256,2.2856634100993673e-05
EF218611.1.1314,0.008253605597601028,4.688987341874165e-05
EF398676.1.1493,0.0007948974249131325,3.005003026287108e-06
EF398702.1.1493,0.001061449854824123,8.31220746660534e-06
EF398740.1.1493,0.0008044171545528107,1.6449077342343764e-06
EF399455.1.1484,0.0005045456709029464,1.5053103963093837e-06
EF399584.1.1489,0.0045456709029463565,1.822610295949016e-05
EF399604.1.1493,0.0008805749916702366,1.4064697792044845e-05
EF399608.1.1495,0.014412870674472845,1.977669705320517e-05
EF399622.1.1489,0.0010852491789233186,1.6844173642741584e-05
EF399852.1.1472,0.0009138940454091103,2.267564273659658e-06
EF399931.1.1467,0.0015659955257270694,1.8751057454505628e-05
EF399984.1.1494,0.0007520586415345805,4.6100667137268334e-07
EF400051.1.1490,0.00323194821267076,8.925920381002213e-06
EF400344.1.1489,0.0004997858060831073,4.248753070813937e-06
EF400364.1.1490,0.0045932695511447475,1.9645406728428395e-05
EF400373.1.1492,0.017801894426198298,4.034740510452262e-06
EF400391.1.1491,0.0007425389118949022,1.8196609075366327e-06
EF400472.1.1486,0.00172307106478176,6.978063824295655e-06
EF400482.1.1533,0.011671188538245513,1.7891035769690624e-05
EF400494.1.1487,0.002651244704650388,1.5123643973708222e-06
EF400498.1.1478,0.1757008900947213,0.00010656868492140117
EF400539.1.1492,0.01600266552429911,0.0001197964437725671
EF400719.1.1481,0.002089580655909372,5.751354004375577e-07
EF400740.1.1495,0.002051501737350659,7.325808057920844e-07
EF400741.1.1483,0.024541863011090487,3.647110945880934e-06
EF400759.1.1489,0.005554762244752249,2.4004935510480916e-05
EF400772.1.1485,0.0011661668808605836,1.0780191794490705e-06
EF400878.1.1492,0.0018135084963587034,1.6350646279629171e-06
EF401096.1.1485,0.0007853776952734542,7.527773278949557e-07
EF401177.1.1491,0.003008234566138322,5.477180465362808e-06
EF401250.1.1491,0.0011471274215812271,1.0920081764149017e-05
EF401318.1.1587,0.0004997858060831073,1.195871956797667e-06
EF401581.1.1491,0.0007853776952734542,3.948614983863956e-06
EF401648.1.1489,0.0006283021562187634,1.828252331000352e-06
EF401817.1.1484,0.0035556190204198202,2.8756650072427665e-05
EF401853.1.1491,0.0006187824265790851,1.5097043642091177e-06
EF401863.1.1477,0.04303869770098529,1.5867318862087778e-05
EF401874.1.1492,0.004569470227045552,7.064295854096912e-06
EF401875.1.1531,0.002651244704650388,4.98093931132922e-06
EF401880.1.1492,0.07561045266314437,1.951201276964243e-05
EF401954.1.1477,0.002041982007710981,2.298436310289431e-06
EF402071.1.1478,0.12248560140891998,0.00010342411437004501
EF402075.1.1488,0.002284735113522776,2.548911612958119e-06
EF402162.1.1494,0.0011994859345994574,3.6833153266664606e-06
EF402190.1.1489,0.0016659526869436908,7.396623045830193e-06
EF402205.1.1495,0.0005426245894616593,4.0634664509609095e-07
EF402319.1.1474,0.0017659098481603124,8.95632876649874e-06
EF402384.1.1486,0.10031415107810938,3.895611231863243e-05
EF402425.1.1497,0.002646484839830549,3.7723089025343924e-06
EF402450.1.1486,0.0071064781760198014,5.240848378802952e-05
EF402471.1.1496,0.0013708410681136656,2.8863478012577672e-06
EF402506.1.1494,0.0035603788852396592,1.957111159060179e-06
EF402508.1.1495,0.007506306820886287,1.0627157311879376e-05
EF402555.1.1494,0.0005140654005426246,3.565150692559009e-06
EF402584.1.1487,0.0011994859345994574,7.375503525024666e-07
EF402609.1.1497,0.0007996572897329716,1.3838257536568539e-06
EF402740.1.1487,0.019187015088771478,1.8587769346572506e-05
EF402779.1.1483,0.04107287353039174,3.9258756845540994e-05
EF402828.1.1485,0.027464420010471703,1.4679877112944703e-05
EF402847.1.1496,0.065295825598553,1.4725788432730877e-05
EF402856.1.1478,0.0011138083678423534,3.4231867957221762e-06
EF403010.1.1492,0.023718406397258317,3.935083609586785e-06
EF403112.1.1494,0.0006711409395973154,3.386492576500505e-06
EF403362.1.1491,0.0006997001285163502,1.1500770778410158e-05
EF403367.1.1495,0.0009329335046884668,1.9149736041016756e-06
EF403383.1.1490,0.009024703698414965,3.10691334543734e-06
EF403477.1.1496,0.0005045456709029464,5.840687416980621e-07
EF403478.1.1500,0.0005997429672997287,2.0538933807780083e-06
EF403496.1.1491,0.00436479603979247,6.37882936128818e-05
EF403609.1.1492,0.0007520586415345805,2.1908389113425385e-06
EF403674.1.1517,0.0005854633728402113,2.398616036891884e-06
EF403683.1.1495,0.0028416392974439527,8.803393384671646e-06
EF403722.1.1491,0.0005664239135608548,4.055020675279232e-06
EF403836.1.1489,0.006206863725070208,8.857719549943245e-05
EF403922.1.1493,0.0006473416154981199,7.373966812047927e-07
EF403928.1.1481,0.0007996572897329716,1.8547517178391762e-06
EF403962.1.1494,0.003360464562806416,7.294964018809751e-06
EF403999.1.1478,0.0006283021562187634,2.4514047928823076e-06
EF404039.1.1494,0.017897091722595078,1.1437745051446544e-05
EF404077.1.1491,0.0019848636298729115,7.3785042237416836e-06
EF404197.1.1477,0.0007092198581560284,1.795491748322337e-06
EF404208.1.1519,0.002527488219334571,1.6866413231469924e-05
EF404225.1.1485,0.013451377980865344,2.6716862826002296e-05
EF404262.1.1485,0.007901375600932934,4.011286905299322e-06
EF404274.1.1495,0.0025941263268123185,7.339836022303033e-06
EF404280.1.1494,0.0019515445761340378,8.062295088436318e-06
EF404296.1.1489,0.0018515874149174164,1.572922826410024e-06
EF404299.1.1489,0.0013375220143747918,2.747240515599311e-06
EF404313.1.1498,0.0007377790470750631,4.705005490781635e-06
EF404387.1.1497,0.012147175020229425,1.0105740094246046e-05
EF404388.1.1474,0.0026798038935694226,3.272611617179809e-05
EF404436.1.1521,0.001180446475320101,8.163042055437798e-06
EF404509.1.1494,0.0005902232376600505,1.224711121250412e-06
EF404556.1.1477,0.0022942548431624543,2.0041752693580273e-07
EF404596.1.1497,0.003174829834832691,4.130125601939337e-06
EF404622.1.1481,0.0005664239135608548,2.7760218081781976e-06
EF404658.1.1491,0.02473225760388405,3.6535737401375626e-05
EF404671.1.1497,0.0057927554857442045,2.851636703052103e-05
EF404673.1.1495,0.0005378647246418202,5.629066082077672e-07
EF404689.1.1475,0.002494169165595697,9.762763719490527e-06
EF404703.1.1494,0.00199438335951259,2.7422070707046202e-06
EF404723.1.1494,0.0006759008044171545,4.428515682530904e-07
EF404747.1.1494,0.0007092198581560284,3.9209969068752363e-07
EF404788.1.1485,0.08546337284021134,6.489253278170943e-05
EF404796.1.1476,0.0008044171545528107,8.334682031921471e-07
EF404831.1.1491,0.010876291113332381,1.797813308351557e-05
EF404890.1.1494,0.02268551573135323,1.5567218795681343e-05
EF404910.1.1474,0.0005140654005426246,4.120166788798782e-06
EF404931.1.1496,0.0028844780808225047,1.0733049212799202e-05
EF404955.1.1497,0.0007710981008139369,1.701699277978758e-06
EF404985.1.1504,0.0011947260697796182,4.641727920037397e-06
EF405002.1.1482,0.011709267456804227,3.830957177105915e-06
EF405056.1.1496,0.006468656290161359,1.6644510405175815e-05
EF405079.1.1494,0.0013660812032938265,1.7457941790646894e-06
EF405130.1.1490,0.0013756009329335046,5.340246995064364e-06
EF405150.1.1479,0.007625303441382265,6.788533099465525e-06
EF405180.1.1479,0.0005045456709029464,1.3250696956660236e-06
EF405184.1.1522,0.00048074634680375075,2.700471960355968e-06
EF405280.1.1479,0.007587224522823552,8.748443624186262e-06
EF405333.1.1493,0.0009900518825265363,1.8087968287353678e-06
EF405389.1.1497,0.0009710124232471798,2.844074007723055e-06
EF405400.1.1491,0.0031557903755533344,5.570423450996157e-05
EF405415.1.1493,0.0031129515921747824,2.0158699402951303e-06
EF405423.1.1478,0.004369555904612309,2.253913235832347e-05
EF405428.1.1493,0.0007948974249131325,6.868154643379794e-07
EF405456.1.1481,0.006154505212051978,3.4043222336050367e-06
EF405470.1.1494,0.0015374363368080347,1.8488980567551277e-06
EF405506.1.1499,0.0037793326669522584,5.665858109693131e-06
EF406446.1.1499,0.0006568613451377981,1.0677254141025935e-06
EF406725.1.1538,0.0006806606692369937,6.513750797816228e-07
EF409953.1.1512,0.004260079013756009,3.073912403607381e-06
EF419369.1.1421,0.0035270598315007852,9.518139536095133e-06
EF419416.1.1447,0.0032938264553286686,9.650602817687129e-06
EF424395.1.1359,0.0006616212099576373,1.0786085650435808e-05
EF434325.1.1358,0.0038126517206911324,7.901895856593447e-05
EF434328.1.1362,0.0012375648531581702,2.1634253017776445e-06
EF434330.1.1358,0.0045932695511447475,8.349370424948571e-05
EF434333.1.1344,0.008120329382645532,8.544653195379749e-07
EF434336.1.1358,0.0009281736398686277,1.2628018853337321e-05
EF434341.1.1349,0.015702794040649247,1.2516763187796294e-05
EF434343.1.1369,0.014998334047313057,0.00015902735185615576
EF434350.1.1379,0.00436479603979247,2.4883876271387122e-05
EF434354.1.1367,0.002394212004379076,7.431471188738866e-06
EF434356.1.1352,0.008596315864629445,1.3075898752746756e-06
EF434357.1.1344,0.008377362082916845,7.516832576655537e-06
EF434360.1.1335,0.005949831024798896,6.70748399119124e-07
EF434361.1.1352,0.007820457898995669,6.4757344816023545e-06
EF434364.1.1351,0.002051501737350659,3.6442091724830815e-07
EF434365.1.1344,0.017849493074396688,2.962132448591633e-05
EF434366.1.1353,0.027378742443714597,6.902259813126231e-06
EF434368.1.1390,0.010205150173735066,9.388463114303285e-06
EF434369.1.1345,0.01007187395877957,1.906260363083064e-06
EF434371.1.1352,0.008263125327240706,4.354416978684513e-06
EF436500.1.1394,0.003346184968346899,5.593936078401758e-06
EF441936.1.1338,0.0009329335046884668,2.2561175275586787e-07
EF441948.1.1209,0.0008472559379313628,2.440135967254413e-06
EF441950.1.1245,0.0008377362082916845,5.48519968434581e-07
EF444719.1.1219,0.0025988861916321575,1.1067139426137444e-05
EF444784.1.1201,0.002579846732352801,7.069805024140008e-06
EF445148.1.1485,0.0005045456709029464,6.085509282818025e-07
EF445156.1.1483,0.0012756437717168832,2.773575250954446e-06
EF445161.1.1480,0.004983578466371555,3.808444979365859e-07
EF445180.1.1480,0.0006759008044171545,1.527688566006471e-06
EF445207.1.1483,0.0009710124232471798,1.3949507926317856e-06
EF445253.1.1487,0.0006330620210386025,5.9648653343961366e-05
EF451053.1.1351,0.02234280546432481,2.0516624788405865e-05
EF451593.1.1242,0.000985292017706697,6.719924107805442e-07
EF451616.1.1203,0.0029987148364986433,9.896279396668761e-06
EF451624.1.1246,0.004812223332857347,1.3896205548413072e-05
EF468685.1.1392,0.004650387928982817,1.233717249419003e-05
EF510888.1.1401,0.0005045456709029464,1.0159804493054956e-05
EF515201.1.1401,0.0018468275500975772,1.6353666715194108e-05
EF515307.1.1402,0.0015279166071683564,1.5894063877182736e-05
EF515482.1.1408,0.004269598743395687,5.1797013960274836e-05
EF515507.1.1388,0.0016135941739254605,6.837498454989371e-07
EF515580.1.1423,0.0008710552620305583,1.529015413792325e-05
EF519868.1.1382,0.0016469132276643343,3.789690318932972e-05
EF529620.1.1456,0.001637393498024656,5.64877534029516e-07
EF532763.1.1366,0.001261364177257366,9.574962133901746e-07
EF532786.1.1364,0.0007377790470750631,6.814539765404083e-07
EF540444.1.1410,0.003389023751725451,7.267684135592395e-07
EF551870.1.1205,0.0004950259412632681,2.22590485496278e-05
EF555484.1.1202,0.001104288638202675,2.2669575033349763e-06
EF562251.1.1360,0.0020229425484316246,4.705416022993749e-06
EF593047.1.1530,0.0014803179589699652,1.61845125710449e-05
EF600577.1.1340,0.0015374363368080347,1.2059733893169535e-05
EF602918.1.1440,0.0006473416154981199,6.517562882260153e-07
EF603126.1.1475,0.0019087057927554857,1.7437338263960756e-05
EF603141.1.1487,0.00134704174401447,4.40831393027469e-06
EF603145.1.1491,0.0009900518825265363,3.3433238942171368e-06
EF603149.1.1480,0.0008948545861297539,3.7628998323185808e-06
EF603169.1.1474,0.0005569041839211767,7.964050077147068e-07
EF603170.1.1478,0.003360464562806416,5.557364172633796e-06
EF603177.1.1474,0.0004855062116235899,1.8639969749224898e-07
EF603784.1.1474,0.0007187395877957066,1.892107252236967e-07
EF603835.1.1492,0.000614022561759246,5.209007300755829e-06
EF603861.1.1491,0.0005521443191013375,4.709116218787843e-07
EF603968.1.1525,0.0029130372697415393,2.9499467602794657e-07
EF604546.1.1463,0.0005759436432005331,1.9625530494016128e-07
EF604740.1.1488,0.0006378218858584416,4.329314106718133e-06
EF604814.1.1477,0.0005093055357227855,8.561859156988103e-07
EF614619.1.1270,0.0009614926936075015,4.90838450010918e-07
EF614698.1.1381,0.00102337093626541,6.195055785928593e-06
EF614710.1.1331,0.000533104859821981,5.213770726271745e-07
EF614824.1.1287,0.0008091770193726499,1.139810961473645e-06
EF623833.1.1341,0.00048074634680375075,2.931857007981185e-05
EF634000.1.1240,0.0006854205340568328,7.169804012687924e-06
EF640144.1.1497,0.003360464562806416,7.784720862848646e-06
EF653580.1.1349,0.00048074634680375075,2.1719334149943622e-06
EF660755.1.1344,0.0011233280974820316,1.1550240925540888e-06
EF680886.1.1412,0.005673758865248227,2.905488412331955e-06
EF682871.1.1477,0.0013613213384739873,3.6001172131681006e-06
EF687715.1.1462,0.0006616212099576373,4.011202481899948e-06
EF688166.1.1468,0.0006235422913989242,9.934016701092787e-07
EF688179.1.1521,0.00835356275881765,2.449861272923465e-06
EF688243.1.1418,0.0005521443191013375,7.902460561808131e-07
EF694028.1.1463,0.0009614926936075015,2.965843235612795e-06
EF694029.1.1433,0.0008996144509495931,1.7000821965710663e-06
EH792211.55.1273,0.0014945975534294826,3.144993783095409e-06
EU006345.1.1465,0.0018515874149174164,2.72595927205055e-06
EU006452.1.1477,0.0005949831024798896,1.3203630389556775e-06
EU006469.1.1450,0.0007472987767147413,1.1121421637710622e-06
EU008088.1.1549,0.0008329763434718454,3.890119782878483e-05
EU009759.1.1452,0.0015231567423485172,5.568292267626648e-07
EU009763.1.1453,0.00317958969965253,3.2309910846712612e-06
EU009770.1.1399,0.0037269741539340284,1.7515649712244925e-06
EU009777.1.1453,0.0007663382359940977,4.5831885477728467e-07
EU009785.1.1438,0.0008710552620305583,2.261019253805499e-06
EU009791.1.1480,0.0005140654005426246,3.2666259723587997e-06
EU009798.1.1491,0.004697986577181208,2.1898139422608406e-05
EU009801.1.1452,0.0005188252653624637,2.8581862980643625e-07
EU009803.1.2917,0.0006378218858584416,1.2708775009793362e-06
EU009811.1.1454,0.0010471702603646056,1.464987711372171e-06
EU009826.1.1452,0.0005759436432005331,6.67823134302849e-07
EU009831.1.1457,0.004226759960017135,1.4524686543848273e-05
EU009838.1.1453,0.000937693369508306,5.381278904106932e-07
EU009849.1.1430,0.0004950259412632681,6.798394373781761e-07
EU009861.1.1454,0.026817078394973583,1.3302116342475834e-05
EU024131.1.1317,0.02716454852682184,4.998232861544782e-05
EU024142.1.1316,0.0007710981008139369,5.413651069429313e-06
EU024144.1.1316,0.006887524394307201,3.187519404837634e-05
EU024145.1.1318,0.0021086201151887286,8.47831861220144e-06
EU024159.1.1315,0.0010328906659050883,1.5318312819074014e-06
EU024163.1.1315,0.0008758151268503974,6.595304955439508e-07
EU024165.1.1315,0.0006045028321195678,3.0136683009699533e-06
EU071474.1.1501,0.000985292017706697,9.48118046998149e-07
EU086794.1.1453,0.00231805416726165,7.540091147058773e-06
EU086805.1.1452,0.002408491598838593,6.729990061285048e-05
EU126661.1.1453,0.0012328049883383312,5.850901245600318e-06
EU127549.1.1287,0.0014755580941501261,1.8990316217801272e-05
EU134656.1.1298,0.0016278737683849778,5.549606531427362e-06
EU134728.1.1250,0.00044266742824503784,6.434788763809815e-07
EU135534.1.1369,0.000490266076443429,4.118682700191918e-06
EU135774.1.1207,0.0010043314769860535,1.383290035205671e-06
EU136680.1.2019,0.002656004569470227,2.4439261819352698e-05
EU136682.1.1435,0.00086153553239088,5.159058573079984e-06
EU136685.1.2023,0.0007425389118949022,4.140861218443192e-06
EU136686.1.1972,0.0005521443191013375,9.018815576935074e-06
EU136687.1.1985,0.0015564757960873912,1.2027266567559239e-05
EU136693.1.2184,0.0021562187633871197,2.977271689338027e-06
EU136694.1.1968,0.0016707125517635298,7.320648316649527e-06
EU136696.1.1944,0.0008853348564900757,1.8934825220766072e-05
EU136697.1.2002,0.00086153553239088,3.18493301351001e-06
EU156757.1.1329,0.0016707125517635298,4.963286845179501e-06
EU156758.1.1329,0.015636155933171497,5.3663906044382916e-05
EU156766.1.1269,0.06695225855585701,0.00017027486787687658
EU156772.1.1329,0.0035984578037983723,4.0893486498588454e-05
EU157187.1.1537,0.0011518872864010662,2.1587696742756553e-06
EU160498.1.1349,0.0016421533628444953,1.9438164909767105e-06
EU160520.1.1341,0.0006187824265790851,2.9308028368502246e-06
EU160559.1.1318,0.00339378361654529,3.877924449595279e-06
EU160560.1.1339,0.001922985387215003,1.2129174352619468e-05
EU160577.1.1325,0.003674615640915798,8.269404373401005e-06
EU162044.1.1448,0.0007901375600932934,8.665610986499503e-07
EU196769.1.1200,0.001680232281403208,2.929795329045838e-06
EU196771.1.1211,0.04699890523109144,0.0014121935853579654
EU196773.1.1218,0.0004950259412632681,4.19646875608025e-06
EU196777.1.1200,0.005621400352229996,3.928328583815724e-05
EU201884.1.1313,0.09815793231472227,0.0019981360569661143
EU214627.1.1520,0.0005616640487410158,5.595925434817429e-07
EU219943.1.1323,0.0005902232376600505,6.398576217230476e-08
EU234106.1.1525,0.0010519301251844448,5.284847265044444e-06
EU234126.1.1523,0.000571183778380694,9.324333575959587e-06
EU234140.1.1532,0.001180446475320101,1.5071217614125198e-05
EU234220.1.1534,0.0006759008044171545,1.626395295484338e-06
EU239106.1.1241,0.0006806606692369937,3.093705753339535e-06
EU239123.1.1223,0.002527488219334571,2.0690548893645186e-05
EU239133.1.1233,0.000694940263696511,6.394784849636678e-07
EU239148.1.1244,0.0023085344376219713,6.297983713212051e-05
EU239172.1.1238,0.002137179304107763,0.00010567192488754476
EU239207.1.1229,0.000694940263696511,4.0186323671001347e-07
EU240202.1.1337,0.000856775667571041,3.91787628244838e-06
EU240400.1.1331,0.0008948545861297539,1.8773568221418137e-06
EU240960.1.1444,0.000980532152886858,8.445823110034876e-06
EU283553.1.1341,0.0007520586415345805,1.0361297594686174e-06
EU289064.1.1420,0.0010900090437431576,1.2027200972839294e-05
EU294414.1.1452,0.0014184397163120568,1.0540181049468953e-05
EU306606.1.1270,0.002003903089152268,3.888215484338023e-05
EU309492.1.1445,0.01955352467989909,8.615716337111043e-05
EU335286.1.1452,0.00047122661716407255,1.010487166085807e-06
EU341292.1.1459,0.0015850349850064257,4.713341847461724e-06
EU344175.1.1400,0.001875386739016612,3.3356169121964102e-06
EU350220.1.1440,0.008072730734447142,2.8139507681979148e-05
EU358682.1.1483,0.0005949831024798896,3.108917166917978e-06
EU358684.1.1488,0.0005521443191013375,5.409136223507614e-06
EU358694.1.1503,0.0005759436432005331,7.217343758545251e-07
EU358721.1.1498,0.0010281308010852493,2.0494040440222686e-06
EU358724.1.1489,0.001389880527393022,4.20993647348219e-06
EU370418.1.1477,0.000609262696939407,2.511119606058947e-06
EU374911.1.1212,0.0005807035080203722,3.861384581361731e-07
EU374924.1.1207,0.0007568185063544196,1.2956804756175598e-06
EU377663.1.1474,0.0008853348564900757,3.6970092591699057e-07
EU379245.1.1249,0.0013660812032938265,6.947227833676395e-06
EU379256.1.1267,0.0005426245894616593,3.39947641539827e-07
EU379280.1.1375,0.002051501737350659,4.0911910930986616e-05
EU379302.1.1334,0.000937693369508306,2.9207611033054364e-06
EU381705.1.1402,0.0026036460564519965,1.9360813984752694e-06
EU381733.1.1415,0.00134704174401447,1.4946629688877214e-06
EU381744.1.1416,0.001228045123518492,1.1123542280503844e-06
EU381953.1.1485,0.0023370936265410063,2.4133894802142783e-07
EU381963.1.1486,0.006554333856918463,9.531978468344962e-06
EU410376.1.1482,0.009424532343281451,2.047219914493632e-05
EU413658.1.1232,0.0005378647246418202,5.719161868937864e-07
EU414673.1.1489,0.0010281308010852493,6.433546896184377e-06
EU420062.1.1385,0.0007996572897329716,2.177617998957015e-06
EU420928.1.1346,0.000490266076443429,7.040167591121393e-06
EU427463.1.1403,0.0030367937550573564,1.053783303812558e-05
EU432550.1.1378,0.0019896234946927506,3.0099790082448684e-06
EU434431.1.1200,0.0005902232376600505,2.873622174581175e-06
EU445110.1.1200,0.000775857965633776,8.326734663127379e-07
EU450954.1.1295,0.0009519729639678234,1.943555217997087e-06
EU450995.1.1402,0.0009281736398686277,6.873572834709593e-07
EU451012.1.1389,0.0011280879623018706,3.186302780368858e-06
EU451170.1.1366,0.000614022561759246,1.4714283116347577e-06
EU451276.1.1207,0.008372602218097006,5.303820107559432e-05
EU451487.1.1331,0.11466514350992432,9.79228322225136e-05
EU451621.1.1347,0.000694940263696511,1.0682975785654372e-06
EU451741.1.1258,0.0009948117473463753,1.1284382783042576e-06
EU451848.1.1201,0.008867628159360274,5.8940591885594446e-05
EU452012.1.1292,0.0005664239135608548,6.821949945055247e-07
EU452122.1.1390,0.0006425817506782807,5.256663341733122e-07
EU452190.1.1401,0.0014041601218525393,3.1237160182348942e-06
EU452256.1.1261,0.0015421962016278737,5.6419785697880236e-06
EU452440.1.1393,0.0005521443191013375,1.0483067840877622e-06
EU452486.1.1403,0.0006330620210386025,8.129596802844063e-07
EU452504.1.1390,0.00086153553239088,9.639020332477299e-07
EU452580.1.1352,0.0006187824265790851,7.392599838636362e-07
EU452597.1.1402,0.013137226902755962,3.6955043340481175e-05
EU452601.1.1301,0.0007092198581560284,1.4768586229887331e-06
EU452604.1.1275,0.0022371364653243847,5.510464408127888e-06
EU452680.1.1209,0.0021942976819458327,2.7871483872547577e-06
EU452719.1.1279,0.002741682136227331,1.9951608271216374e-05
EU452769.1.1248,0.001551715931267552,4.947750600637652e-06
EU452781.1.1278,0.001261364177257366,6.194370671018167e-06
EU452985.1.1400,0.0006997001285163502,1.2729085365077443e-06
EU453006.1.1394,0.0008758151268503974,1.2145876466839688e-06
EU453024.1.1399,0.0005664239135608548,2.508431352651629e-07
EU453039.1.1410,0.0011899662049597792,4.664482291008345e-06
EU453073.1.1249,0.004188681041458422,7.264090532936847e-06
EU453112.1.1231,0.0009329335046884668,3.6976940600176698e-06
EU453155.1.1400,0.0009138940454091103,6.772642451240778e-07
EU453375.1.1287,0.0007853776952734542,2.0775213441606613e-06
EU453376.1.1380,0.0012375648531581702,2.96846790090373e-07
EU453428.1.1313,0.0013613213384739873,1.2420072576068283e-06
EU453564.1.1398,0.0009281736398686277,8.267269024408878e-07
EU453633.1.1382,0.0005188252653624637,1.1746149980799359e-07
EU453724.1.1301,0.0008948545861297539,2.9548845509773375e-06
EU453731.1.1260,0.0007092198581560284,9.948126455877776e-07
EU453733.1.1411,0.0006187824265790851,4.3770290553370605e-07
EU453760.1.1384,0.0021466990337474416,2.90724382442889e-06
EU453789.1.1374,0.0013851206625731828,6.971009904604444e-07
EU453790.1.1311,0.0005854633728402113,5.290929000256353e-07
EU453884.1.1408,0.0011471274215812271,1.4740288248835883e-06
EU454128.1.1407,0.0009519729639678234,8.615784763543248e-07
EU454215.1.1286,0.0028083202437050787,7.129954204733357e-06
EU454225.1.1307,0.0007330191822552239,3.9555757035887035e-06
EU454470.1.1298,0.0023466133561806843,9.974364267669601e-06
EU454483.1.1373,0.0006473416154981199,3.335501553677144e-07
EU454549.1.1245,0.0006283021562187634,2.14458985205294e-07
EU454563.1.1385,0.0012423247179780095,1.7199533683384027e-06
EU454585.1.1289,0.0007139797229758674,1.2710891122258572e-06
EU454587.1.1290,0.0012899233661764005,8.990516186542145e-08
EU454658.1.1409,0.0005664239135608548,6.042713032997719e-07
EU454797.1.1380,0.001104288638202675,6.924696255563184e-06
EU454836.1.1379,0.003636536722357085,9.435207425112857e-07
EU454870.1.1241,0.010148031795896996,1.530323412828761e-05
EU454948.1.1332,0.0006711409395973154,2.192230058032546e-06
EU454973.1.1355,0.0014422390404112524,1.7557750758216422e-06
EU455022.1.1245,0.0034985006425817507,4.835474154246668e-05
EU455109.1.1381,0.0014089199866723786,3.4552037386967542e-06
EU455128.1.1364,0.00086153553239088,2.0377502735125144e-06
EU455199.1.1210,0.005673758865248227,4.28769336872548e-05
EU455269.1.1374,0.0010376505307249273,1.4058705727897756e-06
EU455294.1.1393,0.0006901803988766719,2.5942104437427205e-07
EU455341.1.1409,0.0020277024132514636,7.347141771269589e-06
EU455345.1.1374,0.000571183778380694,2.987779933627004e-07
EU455411.1.1283,0.001061449854824123,1.9236445967793246e-06
EU455451.1.1239,0.0007472987767147413,3.620025554307716e-06
EU455497.1.1298,0.0005616640487410158,3.971589866169216e-06
EU455514.1.1230,0.002413251463658432,6.919724108974588e-06
EU455845.1.1241,0.0005378647246418202,5.453172071501115e-06
EU455898.1.1410,0.0012375648531581702,6.355759133695651e-07
EU455984.1.1410,0.0007615783711742586,1.930374087363786e-06
EU456087.1.1310,0.0014041601218525393,1.139968869736336e-05
EU456135.1.1389,0.0005283449950021419,1.6947574591757465e-07
EU456141.1.1290,0.00425531914893617,1.4783215735852286e-05
EU456267.1.1372,0.0045932695511447475,1.7928759598655842e-06
EU456393.1.1281,0.002827359702984435,4.170610267766818e-06
EU456424.1.1302,0.0006568613451377981,3.2645262571048827e-06
EU456514.1.1276,0.01706887524394307,0.00015421557003785833
EU456598.1.1395,0.000571183778380694,1.5178823477730796e-07
EU456604.1.1380,0.0012137655290589747,2.183880002424517e-06
EU456680.1.1305,0.0005664239135608548,1.1284116944870549e-06
EU456709.1.1212,0.0011233280974820316,1.7925371301990502e-06
EU456720.1.1226,0.0005140654005426246,7.661978334517898e-07
EU456784.1.1302,0.0007139797229758674,2.59725977840014e-06
EU456841.1.1398,0.0007044599933361893,2.57263527929292e-06
EU456850.1.1382,0.0005521443191013375,2.864342800483005e-06
EU456914.1.1242,0.0017992289018991861,1.1822963233046498e-06
EU457041.1.1278,0.0020229425484316246,1.5336134521288098e-05
EU457064.1.1380,0.0008758151268503974,2.0592533542342075e-06
EU457075.1.1375,0.000775857965633776,1.4232389284610919e-06
EU457125.1.1393,0.0011185682326621924,8.527679069644697e-07
EU457242.1.1293,0.001266124042077205,1.3829809273134751e-05
EU457312.1.1233,0.000614022561759246,2.5019666668562422e-06
EU457348.1.1317,0.0013232424199152745,2.1714460494710593e-06
EU457376.1.1366,0.0018468275500975772,3.6321029067650735e-07
EU457409.1.1295,0.0010709695844638013,1.0594020410928978e-06
EU457440.1.1332,0.003436622399923842,5.071471696145742e-05
EU457459.1.1398,0.0007330191822552239,9.869262963252047e-06
EU457466.1.1267,0.0035032605074015897,1.560084223469309e-05
EU457578.1.1368,0.001546956066447713,3.919544311630539e-06
EU457719.1.1245,0.0027654814603265267,2.1769369400527393e-05
